domain,project,ID,type,time,num
modeling,graphiti,342874,Y,1,206
modeling,graphiti,384330,N,0,206
modeling,graphiti,417577,N,0,206
modeling,graphiti,322791,N,0,206
modeling,graphiti,394801,Y,1,206
modeling,graphiti,403109,N,1,206
modeling,graphiti,460486,N,0,206
modeling,graphiti,334402,N,159,206
modeling,graphiti,460486,Y,0,206
modeling,graphiti,370457,N,0,206
modeling,graphiti,334402,Y,159,206
modeling,graphiti,423573,N,80,206
modeling,graphiti,365172,N,310,206
modeling,graphiti,323155,N,204,206
modeling,graphiti,385586,N,27,206
modeling,graphiti,430609,N,37,206
modeling,graphiti,423573,Y,80,206
modeling,graphiti,365172,Y,310,206
modeling,graphiti,323155,Y,204,206
modeling,graphiti,385586,Y,27,206
modeling,graphiti,361638,N,17,206
modeling,graphiti,385190,N,38,206
modeling,graphiti,367204,N,9,206
modeling,graphiti,412838,N,7,206
modeling,graphiti,397346,N,18,206
modeling,graphiti,430609,Y,37,206
modeling,graphiti,382845,N,65,206
modeling,graphiti,435515,N,0,206
modeling,graphiti,323354,N,358,206
modeling,graphiti,336121,N,104,206
modeling,graphiti,367204,Y,9,206
modeling,graphiti,397346,Y,18,206
modeling,graphiti,388213,N,1,206
modeling,graphiti,392309,N,35,206
modeling,graphiti,373299,N,217,206
modeling,graphiti,368146,N,9,206
modeling,graphiti,382928,N,73,206
modeling,graphiti,323354,Y,358,206
modeling,graphiti,336121,Y,104,206
modeling,graphiti,352109,N,104,206
modeling,graphiti,433269,N,121,206
modeling,graphiti,433269,Y,121,206
modeling,graphiti,359112,N,2,206
modeling,graphiti,368146,Y,9,206
modeling,graphiti,323718,N,1,206
modeling,graphiti,370888,N,304,206
modeling,graphiti,357411,N,1,206
modeling,graphiti,373299,Y,217,206
modeling,graphiti,470150,N,0,206
modeling,graphiti,434458,N,6,206
modeling,graphiti,359112,Y,2,206
modeling,graphiti,332604,N,47,206
modeling,graphiti,323718,Y,1,206
modeling,graphiti,370888,Y,304,206
modeling,graphiti,396026,N,32,206
modeling,graphiti,345272,N,1,206
modeling,graphiti,352440,N,113,206
modeling,graphiti,363093,N,0,206
modeling,graphiti,355347,N,15,206
modeling,graphiti,357411,Y,1,206
modeling,graphiti,332604,Y,47,206
modeling,graphiti,363539,N,1,206
modeling,graphiti,433650,N,25,206
modeling,graphiti,351053,N,21,206
modeling,graphiti,322348,N,0,206
modeling,graphiti,361739,N,0,206
modeling,graphiti,414954,N,14,206
modeling,graphiti,355347,Y,15,206
modeling,graphiti,403112,N,1,206
modeling,graphiti,359526,N,4,206
modeling,graphiti,428068,N,22,206
modeling,graphiti,364035,N,5,206
modeling,graphiti,434658,N,130,206
modeling,graphiti,433650,Y,25,206
modeling,graphiti,332704,N,0,206
modeling,graphiti,405920,N,28,206
modeling,graphiti,323356,N,1102,206
modeling,graphiti,324859,N,215,206
modeling,graphiti,359526,Y,4,206
modeling,graphiti,428068,Y,22,206
modeling,graphiti,364035,Y,5,206
modeling,graphiti,434658,Y,130,206
modeling,graphiti,331829,N,2,206
modeling,graphiti,405920,Y,28,206
modeling,graphiti,467476,N,0,206
modeling,graphiti,323026,N,8,206
modeling,graphiti,323356,Y,1102,206
modeling,graphiti,450993,N,3,206
modeling,graphiti,481994,N,1,206
modeling,graphiti,323026,Y,8,206
modeling,graphiti,326049,N,4,206
modeling,graphiti,399777,N,69,206
modeling,graphiti,481994,Y,1,206
modeling,graphiti,412858,N,410,206
modeling,graphiti,326049,Y,4,206
modeling,graphiti,498164,N,0,206
modeling,graphiti,346067,N,0,206
modeling,graphiti,413139,N,0,206
modeling,graphiti,412858,Y,410,206
modeling,graphiti,498164,Y,0,206
modeling,graphiti,346067,Y,0,206
modeling,graphiti,413139,Y,0,206
modeling,graphiti,475240,N,0,206
modeling,graphiti,331715,N,11,206
modeling,graphiti,401859,N,43,206
modeling,graphiti,313696,N,49,206
modeling,graphiti,323358,N,197,206
modeling,graphiti,390331,N,118,206
modeling,graphiti,401859,Y,43,206
modeling,graphiti,327669,N,90,206
modeling,graphiti,323028,N,27,206
modeling,graphiti,323358,Y,197,206
modeling,graphiti,340403,N,0,206
modeling,graphiti,335828,N,52,206
modeling,graphiti,390331,Y,118,206
modeling,graphiti,345870,N,1,206
modeling,graphiti,322797,N,1,206
modeling,graphiti,375533,N,26,206
modeling,graphiti,327669,Y,90,206
modeling,graphiti,335828,Y,52,206
modeling,graphiti,340403,Y,0,206
modeling,graphiti,418409,N,30,206
modeling,graphiti,416708,N,0,206
modeling,graphiti,345870,Y,1,206
modeling,graphiti,375533,Y,26,206
modeling,graphiti,363229,N,6,206
modeling,graphiti,424636,N,20,206
modeling,graphiti,459386,N,75,206
modeling,graphiti,357878,N,13,206
modeling,graphiti,393074,N,25,206
modeling,graphiti,412877,N,4,206
modeling,graphiti,348844,N,175,206
modeling,graphiti,357878,Y,13,206
modeling,graphiti,423018,N,682,206
modeling,graphiti,393074,Y,25,206
modeling,graphiti,352709,N,0,206
modeling,graphiti,345442,N,1,206
modeling,graphiti,349439,N,20,206
modeling,graphiti,423018,Y,682,206
modeling,graphiti,320635,N,27,206
modeling,graphiti,352709,Y,0,206
modeling,graphiti,397303,N,2,206
modeling,graphiti,407510,N,5,206
modeling,graphiti,421813,N,7,206
modeling,graphiti,349439,Y,20,206
modeling,graphiti,391506,N,1,206
modeling,graphiti,359217,N,6,206
modeling,graphiti,320635,Y,27,206
modeling,graphiti,322799,N,2,206
modeling,graphiti,388335,N,1,206
modeling,graphiti,357549,N,8,206
modeling,graphiti,397303,Y,2,206
modeling,graphiti,407510,Y,5,206
modeling,graphiti,421813,Y,7,206
modeling,graphiti,357417,N,8,206
modeling,graphiti,354824,N,0,206
modeling,graphiti,437933,N,11,206
modeling,graphiti,415884,N,1,206
modeling,graphiti,322799,Y,2,206
modeling,graphiti,388335,Y,1,206
modeling,graphiti,357549,Y,8,206
modeling,graphiti,437933,Y,11,206
modeling,graphiti,391523,N,0,206
modeling,graphiti,405710,N,23,206
modeling,graphiti,357417,Y,8,206
modeling,graphiti,405710,Y,23,206
modeling,graphiti,432681,Y,4,206
modeling,graphiti,432681,N,4,206
modeling,graphiti,396247,N,0,206
modeling,graphiti,366452,N,357,206
modeling,graphiti,481619,N,126,206
modeling,graphiti,322800,N,2,206
modeling,graphiti,417454,N,345,206
modeling,graphiti,326731,N,0,206
modeling,graphiti,394315,N,100,206
modeling,graphiti,366452,Y,357,206
modeling,graphiti,466953,N,0,206
modeling,graphiti,463303,N,0,206
modeling,graphiti,481619,Y,126,206
modeling,graphiti,417454,Y,345,206
modeling,graphiti,326731,Y,0,206
modeling,graphiti,394315,Y,100,206
modeling,graphiti,396793,N,24,206
modeling,graphiti,396529,N,1,206
modeling,graphiti,403664,N,129,206
modeling,graphiti,396793,Y,24,206
modeling,graphiti,327756,N,159,206
modeling,graphiti,336840,N,1,206
modeling,graphiti,337798,N,84,206
modeling,graphiti,403664,Y,129,206
modeling,graphiti,391046,N,415,206
modeling,graphiti,326369,N,4,206
modeling,graphiti,327756,Y,159,206
modeling,graphiti,429215,N,4,206
modeling,graphiti,347262,N,217,206
modeling,graphiti,336840,Y,1,206
modeling,graphiti,396893,N,16,206
modeling,graphiti,348187,N,3,206
modeling,graphiti,351226,N,43,206
modeling,graphiti,330746,N,59,206
modeling,graphiti,337798,Y,84,206
modeling,graphiti,458465,N,4,206
modeling,graphiti,326369,Y,4,206
modeling,graphiti,342869,N,287,206
modeling,graphiti,346932,N,0,206
modeling,graphiti,347262,Y,217,206
modeling,graphiti,396893,Y,16,206
modeling,graphiti,391046,Y,415,206
modeling,graphiti,348187,Y,3,206
modeling,graphiti,330746,Y,59,206
modeling,graphiti,350830,N,0,206
modeling,graphiti,326733,N,45,206
modeling,graphiti,351226,Y,43,206
modeling,graphiti,489681,N,1,206
modeling,graphiti,342869,Y,287,206
modeling,graphiti,346932,Y,0,206
modeling,graphiti,443304,N,22,206
modeling,graphiti,330218,N,28,206
modeling,graphiti,464857,N,7,206
modeling,graphiti,350830,Y,0,206
modeling,graphiti,326733,Y,45,206
modeling,graphiti,458465,Y,4,206
modeling,graphiti,389379,N,37,206
modeling,graphiti,330218,Y,28,206
modeling,graphiti,480961,N,1,206
modeling,graphiti,443304,Y,22,206
modeling,graphiti,340442,N,26,206
modeling,graphiti,389379,Y,37,206
modeling,graphiti,346487,N,1,206
modeling,graphiti,352119,N,181,206
modeling,graphiti,407894,N,487,206
modeling,graphiti,323348,N,22,206
modeling,graphiti,363796,N,45,206
modeling,graphiti,411891,N,0,206
modeling,graphiti,415888,N,1,206
modeling,graphiti,460019,N,1,206
modeling,graphiti,346487,Y,1,206
modeling,graphiti,407894,Y,487,206
modeling,graphiti,363796,Y,45,206
modeling,graphiti,345315,N,1,206
modeling,graphiti,434684,N,1,206
modeling,graphiti,340443,N,54,206
modeling,graphiti,429531,N,178,206
modeling,graphiti,334233,N,1,206
modeling,graphiti,339865,N,0,206
modeling,graphiti,393113,N,31,206
modeling,graphiti,323349,N,785,206
modeling,graphiti,383765,N,18,206
modeling,graphiti,355027,N,15,206
modeling,graphiti,323151,N,61,206
modeling,graphiti,334233,Y,1,206
modeling,graphiti,393113,Y,31,206
modeling,graphiti,340939,N,20,206
modeling,graphiti,323349,Y,785,206
modeling,graphiti,383765,Y,18,206
modeling,graphiti,355027,Y,15,206
modeling,graphiti,449384,N,1,206
modeling,graphiti,439689,N,43,206
modeling,graphiti,323151,Y,61,206
modeling,graphiti,340708,N,0,206
modeling,graphiti,352220,N,63,206
modeling,graphiti,356828,N,1,206
modeling,graphiti,429532,N,175,206
modeling,graphiti,436601,N,51,206
modeling,graphiti,322359,N,0,206
modeling,graphiti,440796,N,23,206
modeling,graphiti,464596,N,0,206
modeling,graphiti,324556,N,480,206
modeling,graphiti,361932,N,3,206
modeling,graphiti,378828,N,14,206
modeling,graphiti,402760,N,237,206
modeling,graphiti,416039,N,237,206
modeling,graphiti,348389,N,0,206
modeling,graphiti,414437,N,24,206
modeling,graphiti,416419,N,0,206
modeling,graphiti,324556,Y,480,206
modeling,graphiti,361932,Y,3,206
modeling,graphiti,323037,N,320,206
modeling,graphiti,336828,N,5,206
modeling,graphiti,416039,Y,237,206
modeling,graphiti,348389,Y,0,206
modeling,graphiti,356218,N,16,206
modeling,graphiti,323351,N,457,206
modeling,graphiti,354484,N,0,206
modeling,graphiti,338067,N,1,206
modeling,graphiti,323037,Y,320,206
modeling,graphiti,321650,N,15,206
modeling,graphiti,336828,Y,5,206
modeling,graphiti,356218,Y,16,206
modeling,graphiti,421754,Y,7,206
modeling,graphiti,340627,N,52,206
modeling,graphiti,323351,Y,457,206
modeling,graphiti,414437,Y,24,206
modeling,graphiti,345929,N,7,206
modeling,graphiti,340627,Y,52,206
modeling,graphiti,321650,Y,15,206
modeling,graphiti,421754,N,7,206
modeling,graphiti,332964,N,1,206
modeling,graphiti,460485,N,0,206
modeling,graphiti,350273,N,10,206
modeling,graphiti,442895,N,0,206
modeling,graphiti,442879,N,0,206
modeling,graphiti,342874,N,1,206
modeling,graphiti,460485,Y,0,206
modeling,graphiti,459511,N,59,206
modeling,graphiti,345748,N,3,206
modeling,graphiti,433779,N,303,206
modeling,graphiti,394801,N,1,206
modeling,graphiti,347152,N,0,206
iot,californium,473678,N,32,20
iot,californium,464812,N,0,20
iot,californium,483371,N,0,20
iot,californium,478538,N,2,20
iot,californium,464712,N,1,20
iot,californium,473351,N,82,20
iot,californium,469158,N,0,20
iot,californium,475112,N,9,20
iot,californium,472196,N,1,20
iot,californium,483559,N,0,20
iot,californium,475776,N,3,20
iot,californium,462463,N,7,20
iot,californium,464383,N,0,20
iot,californium,462267,N,0,20
iot,californium,466554,N,0,20
iot,californium,469593,N,0,20
iot,californium,473271,N,1,20
iot,californium,473907,N,0,20
iot,californium,477074,N,0,20
iot,californium,465073,N,0,20
technology,m2e,339406,N,5,333
technology,m2e,416866,N,0,333
technology,m2e,342379,N,10,333
technology,m2e,398121,N,0,333
technology,m2e,350439,N,1,333
technology,m2e,344262,N,98,333
technology,m2e,420418,N,0,333
technology,m2e,341025,N,3,333
technology,m2e,335872,N,8,333
technology,m2e,338944,N,3,333
technology,m2e,339902,N,15,333
technology,m2e,339968,N,28,333
technology,m2e,472609,N,0,333
technology,m2e,342776,N,0,333
technology,m2e,342231,N,0,333
technology,m2e,352471,N,1,333
technology,m2e,338944,Y,3,333
technology,m2e,467952,N,0,333
technology,m2e,427983,N,0,333
technology,m2e,398766,N,0,333
technology,m2e,338317,N,0,333
technology,m2e,336715,N,37,333
technology,m2e,473898,N,0,333
technology,m2e,343817,N,0,333
technology,m2e,335493,N,0,333
technology,m2e,335972,N,5,333
technology,m2e,340514,N,5,333
technology,m2e,339969,N,28,333
technology,m2e,336715,Y,37,333
technology,m2e,376800,N,3,333
technology,m2e,372737,N,0,333
technology,m2e,446085,N,0,333
technology,m2e,342232,N,4,333
technology,m2e,381144,N,0,333
technology,m2e,447192,N,0,333
technology,m2e,345139,N,5,333
technology,m2e,359855,N,317,333
technology,m2e,385422,N,0,333
technology,m2e,335725,N,0,333
technology,m2e,338252,N,0,333
technology,m2e,447407,N,0,333
technology,m2e,363654,N,31,333
technology,m2e,385422,Y,0,333
technology,m2e,408512,N,7,333
technology,m2e,442750,N,0,333
technology,m2e,376124,N,30,333
technology,m2e,336155,N,5,333
technology,m2e,441660,N,0,333
technology,m2e,441528,N,7,333
technology,m2e,410263,N,0,333
technology,m2e,421015,N,0,333
technology,m2e,339541,N,0,333
technology,m2e,406613,N,1,333
technology,m2e,353266,N,56,333
technology,m2e,339409,N,149,333
technology,m2e,448399,N,0,333
technology,m2e,335726,N,17,333
technology,m2e,336205,N,0,333
technology,m2e,441528,Y,7,333
technology,m2e,341127,N,0,333
technology,m2e,337510,N,1,333
technology,m2e,337989,N,0,333
technology,m2e,444039,N,0,333
technology,m2e,335875,N,0,333
technology,m2e,335330,N,0,333
technology,m2e,335297,N,7,333
technology,m2e,341408,N,0,333
technology,m2e,387521,N,1,333
technology,m2e,500574,N,0,333
technology,m2e,404417,N,322,333
technology,m2e,355034,N,0,333
technology,m2e,338105,N,0,333
technology,m2e,338072,N,47,333
technology,m2e,446038,N,0,333
technology,m2e,335925,N,0,333
technology,m2e,343605,N,0,333
technology,m2e,340467,N,0,333
technology,m2e,482258,N,0,333
technology,m2e,338799,N,18,333
technology,m2e,371534,N,0,333
technology,m2e,359725,N,0,333
technology,m2e,335595,N,0,333
technology,m2e,342218,N,0,333
technology,m2e,445675,N,0,333
technology,m2e,337511,N,0,333
technology,m2e,337990,N,1,333
technology,m2e,476395,N,0,333
technology,m2e,342912,N,14,333
technology,m2e,335711,N,262,333
technology,m2e,400223,N,9,333
technology,m2e,394525,N,0,333
technology,m2e,368380,N,0,333
technology,m2e,337627,N,4,333
technology,m2e,438524,N,0,333
technology,m2e,422008,N,21,333
technology,m2e,385557,N,0,333
technology,m2e,340468,N,0,333
technology,m2e,388596,N,0,333
technology,m2e,339824,N,0,333
technology,m2e,486735,N,0,333
technology,m2e,462027,N,0,333
technology,m2e,385557,Y,0,333
technology,m2e,336521,N,57,333
technology,m2e,339527,N,29,333
technology,m2e,466470,N,1,333
technology,m2e,339824,Y,0,333
technology,m2e,349156,N,8,333
technology,m2e,397251,N,0,333
technology,m2e,338272,N,3,333
technology,m2e,466470,Y,1,333
technology,m2e,452762,N,3,333
technology,m2e,369752,N,0,333
technology,m2e,435800,N,0,333
technology,m2e,340981,N,3,333
technology,m2e,356820,N,0,333
technology,m2e,338867,N,4,333
technology,m2e,349586,N,99,333
technology,m2e,339825,N,1,333
technology,m2e,363823,N,37,333
technology,m2e,337166,N,0,333
technology,m2e,468717,N,0,333
technology,m2e,336555,N,0,333
technology,m2e,433224,N,0,333
technology,m2e,349586,Y,99,333
technology,m2e,335366,N,192,333
technology,m2e,337348,N,0,333
technology,m2e,339875,N,2,333
technology,m2e,456000,N,0,333
technology,m2e,352411,N,13,333
technology,m2e,414842,N,0,333
technology,m2e,336473,N,11,333
technology,m2e,335416,N,2,333
technology,m2e,335383,N,192,333
technology,m2e,340057,N,0,333
technology,m2e,338868,N,4,333
technology,m2e,351090,N,59,333
technology,m2e,338257,N,3,333
technology,m2e,335152,N,3,333
technology,m2e,337167,N,0,333
technology,m2e,371438,N,0,333
technology,m2e,383693,N,5,333
technology,m2e,368333,N,0,333
technology,m2e,451789,N,0,333
technology,m2e,337993,N,0,333
technology,m2e,390217,N,16,333
technology,m2e,484359,N,0,333
technology,m2e,343526,N,0,333
technology,m2e,461253,N,0,333
technology,m2e,418674,N,211,333
technology,m2e,340322,N,25,333
technology,m2e,486721,N,1,333
technology,m2e,473789,N,0,333
technology,m2e,414843,N,0,333
technology,m2e,339034,N,1,333
technology,m2e,340471,N,0,333
technology,m2e,374742,N,0,333
technology,m2e,414645,N,5,333
technology,m2e,441203,N,0,333
technology,m2e,338258,N,0,333
technology,m2e,397138,N,0,333
technology,m2e,421681,N,0,333
technology,m2e,350414,N,375,333
technology,m2e,336524,N,22,333
technology,m2e,337003,N,465,333
technology,m2e,367690,N,0,333
technology,m2e,341033,N,17,333
technology,m2e,335368,N,0,333
technology,m2e,341000,N,0,333
technology,m2e,343081,N,9,333
technology,m2e,341413,N,0,333
technology,m2e,340356,N,0,333
technology,m2e,335715,N,0,333
technology,m2e,343180,N,0,333
technology,m2e,335649,N,0,333
technology,m2e,336673,N,6,333
technology,m2e,337003,Y,465,333
technology,m2e,418180,N,19,333
technology,m2e,337565,N,6,333
technology,m2e,389739,N,0,333
technology,m2e,435803,N,0,333
technology,m2e,486721,Y,1,333
technology,m2e,335385,N,0,333
technology,m2e,337912,N,391,333
technology,m2e,390598,N,1,333
technology,m2e,338870,N,0,333
technology,m2e,335253,N,4,333
technology,m2e,338804,N,1,333
technology,m2e,341843,N,0,333
technology,m2e,335121,N,18,333
technology,m2e,342768,N,6,333
technology,m2e,352463,N,0,333
technology,m2e,350414,Y,375,333
technology,m2e,389558,N,1,333
technology,m2e,355882,N,1249,333
technology,m2e,338804,Y,1,333
technology,m2e,404968,N,0,333
technology,m2e,408931,N,3,333
technology,m2e,434053,N,0,333
technology,m2e,418180,Y,19,333
technology,m2e,335650,N,1,333
technology,m2e,336674,N,0,333
technology,m2e,314592,N,594,333
technology,m2e,337186,N,13,333
technology,m2e,340159,N,14,333
technology,m2e,335485,N,0,333
technology,m2e,388254,N,1,333
technology,m2e,336410,N,0,333
technology,m2e,448059,N,0,333
technology,m2e,366998,N,2,333
technology,m2e,432402,N,0,333
technology,m2e,421584,N,0,333
technology,m2e,429677,N,0,333
technology,m2e,335370,N,0,333
technology,m2e,335337,N,2,333
technology,m2e,339433,N,0,333
technology,m2e,487368,N,0,333
technology,m2e,337220,N,2,333
technology,m2e,471843,N,46,333
technology,m2e,457093,N,1,333
technology,m2e,380096,N,1,333
technology,m2e,463798,N,216,333
technology,m2e,335486,N,0,333
technology,m2e,343166,N,10,333
technology,m2e,336411,N,74,333
technology,m2e,339962,N,1,333
technology,m2e,341531,N,0,333
technology,m2e,350136,N,4,333
technology,m2e,481472,N,0,333
technology,m2e,335701,N,17,333
technology,m2e,432436,N,0,333
technology,m2e,336626,N,7,333
technology,m2e,361549,N,0,333
technology,m2e,424492,N,1,333
technology,m2e,343530,N,0,333
technology,m2e,373738,N,0,333
technology,m2e,487369,N,0,333
technology,m2e,339847,N,0,333
technology,m2e,444262,N,0,333
technology,m2e,447846,N,0,333
technology,m2e,339748,N,0,333
technology,m2e,352416,N,0,333
technology,m2e,336511,N,2,333
technology,m2e,350203,N,8,333
technology,m2e,338361,N,0,333
technology,m2e,329145,N,0,333
technology,m2e,472951,N,0,333
technology,m2e,336313,N,0,333
technology,m2e,338262,N,0,333
technology,m2e,412436,N,38,333
technology,m2e,380147,N,20,333
technology,m2e,364721,N,0,333
technology,m2e,350203,Y,8,333
technology,m2e,339567,N,0,333
technology,m2e,343564,N,7,333
technology,m2e,387530,N,0,333
technology,m2e,412436,Y,38,333
technology,m2e,441257,N,0,333
technology,m2e,335719,N,0,333
technology,m2e,350567,N,0,333
technology,m2e,356645,N,533,333
technology,m2e,411941,N,0,333
technology,m2e,463075,N,0,333
technology,m2e,335488,N,0,333
technology,m2e,405087,N,0,333
technology,m2e,341021,N,3,333
technology,m2e,329146,N,0,333
technology,m2e,371097,N,40,333
technology,m2e,463075,Y,0,333
technology,m2e,349494,N,4,333
technology,m2e,361270,N,0,333
technology,m2e,339601,N,5,333
technology,m2e,371097,Y,40,333
technology,m2e,383022,N,0,333
technology,m2e,439309,N,438,333
technology,m2e,339403,N,0,333
technology,m2e,336777,N,1,333
technology,m2e,373129,N,100,333
technology,m2e,340328,N,0,333
technology,m2e,480137,N,0,333
technology,m2e,494308,N,0,333
technology,m2e,446659,N,108,333
technology,m2e,439309,Y,438,333
technology,m2e,350271,N,4,333
technology,m2e,370685,N,42,333
technology,m2e,339932,N,18,333
technology,m2e,329147,N,0,333
technology,m2e,367547,N,0,333
technology,m2e,395674,N,0,333
technology,m2e,368059,N,1,333
technology,m2e,362295,N,10,333
technology,m2e,418004,N,6,333
technology,m2e,468692,N,0,333
technology,m2e,334482,N,11,333
technology,m2e,368059,Y,1,333
technology,m2e,335407,N,3,333
technology,m2e,463440,N,1,333
technology,m2e,473680,N,0,333
technology,m2e,241480,N,16,333
technology,m2e,370983,N,123,333
technology,m2e,353030,N,0,333
technology,m2e,338149,N,0,333
technology,m2e,336580,N,4,333
technology,m2e,378531,N,0,333
technology,m2e,335490,N,0,333
technology,m2e,337604,N,5,333
technology,m2e,338496,N,16,333
technology,m2e,340577,N,0,333
technology,m2e,241480,Y,16,333
technology,m2e,329148,N,0,333
technology,m2e,471038,N,0,333
technology,m2e,335226,N,0,333
technology,m2e,426329,N,488,333
technology,m2e,343831,N,0,333
technology,m2e,359158,N,0,333
technology,m2e,337010,N,5,333
technology,m2e,336465,N,0,333
technology,m2e,342097,N,1,333
technology,m2e,339950,N,0,333
technology,m2e,387533,N,0,333
technology,m2e,359340,N,123,333
technology,m2e,426329,Y,488,333
technology,m2e,335722,N,0,333
technology,m2e,339306,N,1,333
technology,m2e,411944,N,412,333
technology,m2e,339207,N,0,333
technology,m2e,474540,N,0,333
technology,m2e,478950,N,0,333
technology,m2e,335491,N,0,333
technology,m2e,397443,N,0,333
technology,m2e,338497,N,14,333
technology,m2e,353312,N,0,333
technology,m2e,405090,N,0,333
technology,m2e,359340,Y,123,333
technology,m2e,341437,N,13,333
technology,m2e,340892,N,6,333
technology,m2e,283515,N,472,333
technology,m2e,439097,N,0,333
technology,m2e,407650,N,4,333
technology,m2e,441112,N,0,333
technology,m2e,371414,N,0,333
technology,m2e,445142,N,0,333
technology,m2e,416371,N,0,333
technology,m2e,339538,N,21,333
technology,m2e,343568,N,395,333
modeling,ocl,137546,N,0,333
modeling,ocl,183494,N,11,333
modeling,ocl,177317,N,0,333
modeling,ocl,339076,N,4,333
modeling,ocl,190150,N,0,333
modeling,ocl,183362,N,0,333
modeling,ocl,245760,N,0,333
modeling,ocl,265150,N,134,333
modeling,ocl,109469,N,42,333
modeling,ocl,192892,N,0,333
modeling,ocl,258973,N,5,333
modeling,ocl,310586,N,0,333
modeling,ocl,236247,N,0,333
modeling,ocl,142518,N,0,333
modeling,ocl,237205,N,0,333
modeling,ocl,180852,N,0,333
modeling,ocl,184948,N,0,333
modeling,ocl,258973,Y,5,333
modeling,ocl,211572,N,3,333
modeling,ocl,156656,N,4,333
modeling,ocl,154575,N,3,333
modeling,ocl,335459,N,100,333
modeling,ocl,126861,N,6,333
modeling,ocl,196972,N,0,333
modeling,ocl,191819,N,2,333
modeling,ocl,189738,N,0,333
modeling,ocl,196873,N,0,333
modeling,ocl,140008,N,0,333
modeling,ocl,333032,N,3,333
modeling,ocl,211572,Y,3,333
modeling,ocl,339077,N,4,333
modeling,ocl,154575,Y,3,333
modeling,ocl,168548,N,0,333
modeling,ocl,185345,N,0,333
modeling,ocl,462386,N,0,333
modeling,ocl,178012,N,73,333
modeling,ocl,133435,N,5,333
modeling,ocl,213274,N,0,333
modeling,ocl,213753,N,11,333
modeling,ocl,287993,N,7,333
modeling,ocl,233622,N,0,333
modeling,ocl,244886,N,9,333
modeling,ocl,191027,N,0,333
modeling,ocl,125458,N,0,333
modeling,ocl,156657,N,4,333
modeling,ocl,356238,N,3,333
modeling,ocl,196973,N,0,333
modeling,ocl,225546,N,0,333
modeling,ocl,114921,N,13,333
modeling,ocl,156360,N,6,333
modeling,ocl,140455,N,3,333
modeling,ocl,125029,N,0,333
modeling,ocl,141413,N,1,333
modeling,ocl,337476,N,12,333
modeling,ocl,183496,N,40,333
modeling,ocl,223713,N,0,333
modeling,ocl,238049,N,24,333
modeling,ocl,276928,N,1,333
modeling,ocl,213886,N,203,333
modeling,ocl,285120,N,63,333
modeling,ocl,304642,N,1,333
modeling,ocl,251873,N,1465,333
modeling,ocl,133337,N,0,333
modeling,ocl,192729,N,0,333
modeling,ocl,226455,N,0,333
modeling,ocl,125079,N,0,333
modeling,ocl,252600,N,3,333
modeling,ocl,164503,N,77,333
modeling,ocl,109620,N,15,333
modeling,ocl,244755,N,7,333
modeling,ocl,129489,N,3,333
modeling,ocl,213936,N,20,333
modeling,ocl,192729,Y,0,333
modeling,ocl,204654,N,2,333
modeling,ocl,191027,Y,0,333
modeling,ocl,204753,N,1,333
modeling,ocl,259818,N,11,333
modeling,ocl,156361,N,6,333
modeling,ocl,141992,N,0,333
modeling,ocl,196264,N,0,333
modeling,ocl,233673,N,12,333
modeling,ocl,240230,N,0,333
modeling,ocl,238050,N,24,333
modeling,ocl,285633,N,0,333
modeling,ocl,251808,N,10,333
modeling,ocl,214878,N,0,333
modeling,ocl,233673,Y,12,333
modeling,ocl,213755,N,11,333
modeling,ocl,183993,N,0,333
modeling,ocl,212120,N,0,333
modeling,ocl,152563,N,0,333
modeling,ocl,152018,N,1,333
modeling,ocl,135601,N,0,333
modeling,ocl,184753,N,2,333
modeling,ocl,172878,N,0,333
modeling,ocl,177998,N,0,333
modeling,ocl,150251,N,0,333
modeling,ocl,508073,N,0,333
modeling,ocl,450481,N,20,333
modeling,ocl,137798,N,0,333
modeling,ocl,174117,N,0,333
modeling,ocl,248869,N,0,333
modeling,ocl,177998,Y,0,333
modeling,ocl,193953,N,826,333
modeling,ocl,126336,N,0,333
modeling,ocl,141597,N,0,333
modeling,ocl,237126,N,8,333
modeling,ocl,402172,N,0,333
modeling,ocl,135321,N,0,333
modeling,ocl,183928,N,36,333
modeling,ocl,180823,N,1,333
modeling,ocl,193953,Y,826,333
modeling,ocl,449458,N,31,333
modeling,ocl,127311,N,3,333
modeling,ocl,241421,N,0,333
modeling,ocl,113355,N,26,333
modeling,ocl,156363,N,6,333
modeling,ocl,127113,N,4,333
modeling,ocl,213096,N,3,333
modeling,ocl,154695,N,2,333
modeling,ocl,245897,N,9,333
modeling,ocl,207365,N,513,333
modeling,ocl,152003,N,1,333
modeling,ocl,237441,N,4,333
modeling,ocl,416641,N,71,333
modeling,ocl,113884,N,54,333
modeling,ocl,125627,N,2,333
modeling,ocl,227515,N,65,333
modeling,ocl,154695,Y,2,333
modeling,ocl,207365,Y,513,333
modeling,ocl,240860,N,0,333
modeling,ocl,204277,N,0,333
modeling,ocl,446007,N,119,333
modeling,ocl,133043,N,0,333
modeling,ocl,185746,N,0,333
modeling,ocl,113884,Y,54,333
modeling,ocl,135537,N,0,333
modeling,ocl,195474,N,0,333
modeling,ocl,121614,N,1,333
modeling,ocl,288526,N,0,333
modeling,ocl,156364,N,6,333
modeling,ocl,496844,N,0,333
modeling,ocl,318090,N,227,333
modeling,ocl,125479,N,0,333
modeling,ocl,285091,N,1,333
