component,field,1,2,3,4,total
metalua,hardware,2,0,0,0,25
metalua,os,2,0,0,0,25
metalua,priority,3,0,0,0,25
metalua,product,0,0,0,0,25
metalua,severity,3,0,0,0,25
metalua,status,0,0,0,0,25
metalua,version,0,0,0,0,25
metalua 요약,,10,0,0,0,225
metamodel,assignee,0,0,0,0,25
metamodel,component,0,0,0,0,25
metamodel,hardware,0,0,0,0,25
metamodel,os,0,0,0,0,25
metamodel,priority,1,0,0,0,25
metamodel,product,0,0,0,0,25
metamodel,severity,1,0,0,0,25
metamodel,status,0,0,0,0,25
metamodel,version,3,1,1,1,25
metamodel 요약,,5,1,1,1,225
microxml,assignee,0,0,0,0,32
microxml,component,2,0,0,0,32
microxml,hardware,0,0,0,0,32
microxml,os,1,0,0,0,32
microxml,priority,0,0,0,0,32
microxml,product,0,0,0,0,32
microxml,severity,0,0,0,0,32
microxml,status,0,0,0,0,32
microxml,version,0,0,0,0,32
microxml 요약,,3,0,0,0,288
mint,assignee,0,0,0,0,53
mint,component,0,0,0,0,53
mint,hardware,0,0,0,0,53
mint,os,0,0,0,0,53
mint,priority,0,0,0,0,53
mint,product,0,0,0,0,53
mint,severity,0,0,0,0,53
mint,status,0,0,0,0,53
mint,version,9,0,0,0,53
mint 요약,,9,0,0,0,477
misc,assignee,0,0,0,0,102
misc,component,5,1,0,0,102
misc,hardware,1,0,0,0,102
misc,os,1,0,0,0,102
misc,priority,0,0,0,0,102
misc,product,0,1,0,0,102
misc,severity,1,0,0,0,102
misc,status,0,0,0,0,102
misc,version,0,1,0,0,102
misc 요약,,8,3,0,0,918
miscellaneous,assignee,0,0,0,0,4
miscellaneous,component,1,0,0,0,4
miscellaneous,hardware,0,0,0,0,4
miscellaneous,os,0,0,0,0,4
miscellaneous,priority,0,0,0,0,4
miscellaneous,product,0,0,0,0,4
miscellaneous,severity,1,0,0,0,4
miscellaneous,status,0,0,0,0,4
miscellaneous,version,0,0,0,0,4
miscellaneous 요약,,2,0,0,0,36
mobile,assignee,0,0,0,0,420
mobile,component,14,0,0,0,420
mobile,hardware,0,0,0,0,420
mobile,os,3,0,0,0,420
mobile,priority,0,0,0,0,420
mobile,product,0,0,0,0,420
mobile,severity,3,0,0,0,420
mobile,status,0,0,0,0,420
mobile,version,1,0,0,0,420
mobile 요약,,21,0,0,0,3780
model,assignee,0,0,0,0,245
model,component,9,0,0,0,245
model,hardware,0,0,0,0,245
model,os,0,0,0,0,245
model,priority,3,0,0,0,245
model,product,0,0,0,0,245
model,severity,3,0,0,0,245
model,status,0,0,0,0,245
model,version,2,0,0,0,245
model 요약,,17,0,0,0,2205
modeling,assignee,0,0,0,0,264
modeling,component,1,0,0,0,264
modeling,hardware,8,0,0,0,264
modeling,os,7,0,0,0,264
modeling,priority,0,0,0,0,264
modeling,product,0,0,0,0,264
modeling,severity,4,0,0,0,264
modeling,status,0,0,0,0,264
modeling,version,9,1,0,0,264
modeling 요약,,29,1,0,0,2376
modelmutator,assignee,0,0,0,0,5
modelmutator,component,0,0,0,0,5
modelmutator,hardware,1,0,0,0,5
modelmutator,os,0,0,0,0,5
modelmutator,priority,2,0,0,0,5
modelmutator,product,0,0,0,0,5
modelmutator,severity,0,0,0,0,5
modelmutator,status,0,0,0,0,5
modelmutator,version,0,0,0,0,5
modelmutator 요약,,3,0,0,0,45
models,assignee,0,0,0,0,13
models,component,0,0,0,0,13
models,hardware,0,0,0,0,13
models,os,0,0,0,0,13
models,priority,0,0,0,0,13
models,product,0,0,0,0,13
models,severity,1,0,0,0,13
models,status,0,0,0,0,13
models,version,0,0,0,0,13
models 요약,,1,0,0,0,117
modelworkspace,assignee,0,0,0,0,65
modelworkspace,component,0,0,0,0,65
modelworkspace,hardware,0,0,0,0,65
modelworkspace,os,0,0,0,0,65
modelworkspace,priority,11,2,2,0,65
modelworkspace,product,0,0,0,0,65
modelworkspace,severity,0,0,0,0,65
modelworkspace,status,0,0,0,0,65
modelworkspace,version,1,0,0,0,65
modelworkspace 요약,,12,2,2,0,585
modules,assignee,0,0,0,0,327
modules,component,5,4,0,0,327
modules,hardware,18,0,0,0,327
modules,os,20,0,0,0,327
modules,priority,1,0,0,0,327
modules,product,6,0,0,0,327
modules,severity,9,0,0,0,327
modules,status,0,0,0,0,327
modules,version,25,0,0,0,327
modules 요약,,84,4,0,0,2943
moka,assignee,0,0,0,0,48
moka,component,6,0,0,0,48
moka,hardware,1,0,0,0,48
moka,os,1,0,0,0,48
moka,priority,0,0,0,0,48
moka,product,0,0,0,0,48
moka,severity,1,0,0,0,48
moka,status,0,0,0,0,48
moka,version,1,0,0,0,48
moka 요약,,10,0,0,0,432
monitor,assignee,0,0,0,0,331
monitor,component,5,0,0,0,331
monitor,hardware,0,0,0,0,331
monitor,os,3,0,0,0,331
monitor,priority,51,14,3,5,331
monitor,product,1,0,0,0,331
monitor,severity,18,1,0,0,331
monitor,status,0,0,0,0,331
monitor,version,7,0,0,0,331
monitor 요약,,85,15,3,5,2979
moxy,assignee,0,0,0,0,900
moxy,component,3,0,0,0,900
moxy,hardware,8,0,0,0,900
moxy,os,8,0,0,0,900
moxy,priority,25,4,0,0,900
moxy,product,0,0,0,0,900
moxy,severity,57,0,0,0,900
moxy,status,0,0,0,0,900
moxy,version,47,2,0,0,900
moxy 요약,,148,6,0,0,8100
mozilla,assignee,0,0,0,0,269
mozilla,component,1,0,0,0,269
mozilla,hardware,0,0,0,0,269
mozilla,os,4,0,0,0,269
mozilla,priority,2,0,0,0,269
mozilla,product,0,0,0,0,269
mozilla,severity,9,0,0,0,269
mozilla,status,0,0,0,0,269
mozilla,version,0,0,0,0,269
mozilla 요약,,16,0,0,0,2421
mpidevelopmenttools,assignee,0,0,0,0,2
mpidevelopmenttools,component,0,0,0,0,2
mpidevelopmenttools,hardware,0,0,0,0,2
mpidevelopmenttools,os,0,0,0,0,2
mpidevelopmenttools,priority,0,0,0,0,2
mpidevelopmenttools,product,0,0,0,0,2
mpidevelopmenttools,severity,0,0,0,0,2
mpidevelopmenttools,status,0,0,0,0,2
mpidevelopmenttools,version,0,0,0,0,2
mpidevelopmenttools 요약,,0,0,0,0,18
mqtt,assignee,0,0,0,0,37
mqtt,component,0,0,0,0,37
mqtt,hardware,4,0,0,0,37
mqtt,os,4,0,0,0,37
mqtt,priority,0,0,0,0,37
mqtt,product,0,0,0,0,37
mqtt,severity,1,0,0,0,37
mqtt,status,0,0,0,0,37
mqtt,version,1,0,0,0,37
mqtt 요약,,10,0,0,0,333
mtjprojects,assignee,0,0,0,0,91
mtjprojects,component,3,0,0,0,91
mtjprojects,hardware,2,0,0,0,91
mtjprojects,os,0,0,0,0,91
mtjprojects,priority,4,0,0,0,91
mtjprojects,product,0,0,0,0,91
mtjprojects,severity,4,0,0,0,91
mtjprojects,status,0,0,0,0,91
mtjprojects,version,1,0,0,0,91
mtjprojects 요약,,14,0,0,0,819
mwe,assignee,0,0,0,0,189
mwe,component,3,0,0,0,189
mwe,hardware,2,0,0,0,189
mwe,os,3,0,0,0,189
mwe,priority,1,0,0,0,189
mwe,product,3,0,0,0,189
mwe,severity,21,0,0,0,189
mwe,status,0,0,0,0,189
mwe,version,14,0,0,0,189
mwe 요약,,47,0,0,0,1701
mylyn,assignee,0,0,0,0,77
mylyn,component,1,0,0,0,77
mylyn,hardware,0,0,0,0,77
mylyn,os,1,0,0,0,77
mylyn,priority,1,0,0,0,77
mylyn,product,0,0,0,0,77
mylyn,severity,7,0,0,0,77
mylyn,status,0,0,0,0,77
mylyn,version,1,0,0,0,77
mylyn 요약,,11,0,0,0,693
nav,assignee,0,0,0,0,109
nav,component,14,0,0,0,109
nav,hardware,1,0,0,0,109
nav,os,4,0,0,0,109
nav,priority,1,0,0,0,109
nav,product,2,0,0,0,109
nav,severity,2,0,0,0,109
nav,status,0,0,0,0,109
nav,version,17,0,0,0,109
nav 요약,,41,0,0,0,981
navigation,assignee,0,0,0,0,146
navigation,component,1,0,0,0,146
navigation,hardware,0,0,0,0,146
navigation,os,0,0,0,0,146
navigation,priority,4,1,0,0,146
navigation,product,0,0,0,0,146
navigation,severity,7,1,0,0,146
navigation,status,0,0,0,0,146
navigation,version,3,0,0,0,146
navigation 요약,,15,2,0,0,1314
navigator,assignee,0,0,0,0,77
navigator,component,0,0,0,0,77
navigator,hardware,0,0,0,0,77
navigator,os,0,0,0,0,77
navigator,priority,9,1,0,1,77
navigator,product,0,0,0,0,77
navigator,severity,3,0,0,0,77
navigator,status,0,0,0,0,77
navigator,version,1,0,0,0,77
navigator 요약,,13,1,0,1,693
navigator&amp;editorsockets,assignee,0,0,0,0,38
navigator&amp;editorsockets,component,2,1,0,0,38
navigator&amp;editorsockets,hardware,3,0,0,0,38
navigator&amp;editorsockets,os,4,0,0,0,38
navigator&amp;editorsockets,priority,3,0,0,0,38
navigator&amp;editorsockets,product,0,0,0,0,38
navigator&amp;editorsockets,severity,3,0,0,0,38
navigator&amp;editorsockets,status,0,0,0,0,38
navigator&amp;editorsockets,version,1,0,0,0,38
navigator&amp;editorsockets 요약,,16,1,0,0,342
nebulaextension,assignee,0,0,0,0,5
nebulaextension,component,0,0,0,0,5
nebulaextension,hardware,0,0,0,0,5
nebulaextension,os,0,0,0,0,5
nebulaextension,priority,0,0,0,0,5
nebulaextension,product,0,0,0,0,5
nebulaextension,severity,0,0,0,0,5
nebulaextension,status,0,0,0,0,5
nebulaextension,version,0,0,0,0,5
nebulaextension 요약,,0,0,0,0,45
net4j,assignee,0,0,0,0,285
net4j,component,34,1,0,0,285
net4j,hardware,3,0,0,0,285
net4j,os,3,0,0,0,285
net4j,priority,12,3,0,0,285
net4j,product,0,0,0,0,285
net4j,severity,10,0,0,0,285
net4j,status,0,0,0,0,285
net4j,version,32,14,0,2,285
net4j 요약,,94,18,0,2,2565
newsreader,assignee,0,0,0,0,22
newsreader,component,0,0,0,0,22
newsreader,hardware,0,0,0,0,22
newsreader,os,0,0,0,0,22
newsreader,priority,0,0,0,0,22
newsreader,product,0,0,0,0,22
newsreader,severity,2,0,0,0,22
newsreader,status,0,0,0,0,22
newsreader,version,0,0,0,0,22
newsreader 요약,,2,0,0,0,198
nexusplugins,assignee,0,0,0,0,43
nexusplugins,component,1,0,0,0,43
nexusplugins,hardware,6,0,0,0,43
nexusplugins,os,6,0,0,0,43
nexusplugins,priority,1,0,0,0,43
nexusplugins,product,0,0,0,0,43
nexusplugins,severity,2,0,0,0,43
nexusplugins,status,0,0,0,0,43
nexusplugins,version,2,0,0,0,43
nexusplugins 요약,,18,0,0,0,387
node,assignee,0,0,0,0,133
node,component,5,0,0,0,133
node,hardware,1,0,0,0,133
node,os,1,0,0,0,133
node,priority,4,0,0,0,133
node,product,0,0,0,0,133
node,severity,5,0,0,0,133
node,status,0,0,0,0,133
node,version,3,0,0,0,133
node 요약,,19,0,0,0,1197
objecttransaction,assignee,0,0,0,0,21
objecttransaction,component,6,0,0,0,21
objecttransaction,hardware,0,0,0,0,21
objecttransaction,os,0,0,0,0,21
objecttransaction,priority,7,0,0,0,21
objecttransaction,product,0,0,0,0,21
objecttransaction,severity,0,0,0,0,21
objecttransaction,status,0,0,0,0,21
objecttransaction,version,0,0,0,0,21
objecttransaction 요약,,13,0,0,0,189
objy,assignee,0,0,0,0,33
objy,component,1,0,0,0,33
objy,hardware,0,0,0,0,33
objy,os,0,0,0,0,33
objy,priority,0,0,0,0,33
objy,product,0,0,0,0,33
objy,severity,1,0,0,0,33
objy,status,0,0,0,0,33
objy,version,0,0,1,5,33
objy 요약,,2,0,1,5,297
openmpi,assignee,0,0,0,0,4
openmpi,component,0,0,0,0,4
openmpi,hardware,0,0,0,0,4
openmpi,os,0,0,0,0,4
openmpi,priority,0,0,0,0,4
openmpi,product,0,0,0,0,4
openmpi,severity,0,0,0,0,4
openmpi,status,0,0,0,0,4
openmpi,version,0,0,0,0,4
openmpi 요약,,0,0,0,0,36
orion,assignee,0,0,0,0,19
orion,component,0,0,0,0,19
orion,hardware,0,0,0,0,19
orion,os,0,0,0,0,19
orion,priority,2,0,0,0,19
orion,product,0,0,0,0,19
orion,severity,1,0,0,0,19
orion,status,0,0,0,0,19
orion,version,0,0,0,0,19
orion 요약,,3,0,0,0,171
orionhub,assignee,0,0,0,0,53
orionhub,component,1,0,0,0,53
orionhub,hardware,0,0,0,0,53
orionhub,os,0,0,0,0,53
orionhub,priority,0,0,0,0,53
orionhub,product,1,0,0,0,53
orionhub,severity,2,0,0,0,53
orionhub,status,0,0,0,0,53
orionhub,version,1,0,0,0,53
orionhub 요약,,5,0,0,0,477
oscilloscope,assignee,0,0,0,0,13
oscilloscope,component,1,0,0,0,13
oscilloscope,hardware,0,0,0,0,13
oscilloscope,os,0,0,0,0,13
oscilloscope,priority,0,0,0,0,13
oscilloscope,product,0,0,0,0,13
oscilloscope,severity,0,0,0,0,13
oscilloscope,status,0,0,0,0,13
oscilloscope,version,1,0,0,0,13
oscilloscope 요약,,2,0,0,0,117
oseeapplicationframework,assignee,0,0,0,0,185
oseeapplicationframework,component,2,1,0,0,185
oseeapplicationframework,hardware,18,0,0,0,185
oseeapplicationframework,os,18,0,0,0,185
oseeapplicationframework,priority,3,0,0,0,185
oseeapplicationframework,product,1,0,0,0,185
oseeapplicationframework,severity,10,0,0,0,185
oseeapplicationframework,status,0,0,0,0,185
oseeapplicationframework,version,8,0,0,0,185
oseeapplicationframework 요약,,60,1,0,0,1665
oseetestenvironment(ote),assignee,0,0,0,0,14
oseetestenvironment(ote),component,0,0,0,0,14
oseetestenvironment(ote),hardware,1,0,0,0,14
oseetestenvironment(ote),os,1,0,0,0,14
oseetestenvironment(ote),priority,0,0,0,0,14
oseetestenvironment(ote),product,0,0,0,0,14
oseetestenvironment(ote),severity,0,0,0,0,14
oseetestenvironment(ote),status,0,0,0,0,14
oseetestenvironment(ote),version,1,0,0,0,14
oseetestenvironment(ote) 요약,,3,0,0,0,126
osgi,assignee,0,0,0,0,104
osgi,component,3,0,0,0,104
osgi,hardware,2,0,0,0,104
osgi,os,2,0,0,0,104
osgi,priority,0,0,0,0,104
osgi,product,0,0,0,0,104
osgi,severity,3,0,0,0,104
osgi,status,0,0,0,0,104
osgi,version,13,1,0,0,104
osgi 요약,,23,1,0,0,936
osgifacet,assignee,0,0,0,0,13
osgifacet,component,0,0,0,0,13
osgifacet,hardware,0,0,0,0,13
osgifacet,os,0,0,0,0,13
osgifacet,priority,0,0,0,0,13
osgifacet,product,0,0,0,0,13
osgifacet,severity,0,0,0,0,13
osgifacet,status,0,0,0,0,13
osgifacet,version,2,0,0,0,13
osgifacet 요약,,2,0,0,0,117
otdt,assignee,0,0,0,0,85
otdt,component,0,0,0,0,85
otdt,hardware,0,0,0,0,85
otdt,os,0,0,0,0,85
otdt,priority,2,0,0,0,85
otdt,product,0,0,0,0,85
otdt,severity,3,0,0,0,85
otdt,status,0,0,0,0,85
otdt,version,10,0,0,0,85
otdt 요약,,15,0,0,0,765
otequinox,assignee,0,0,0,0,15
otequinox,component,0,0,0,0,15
otequinox,hardware,0,0,0,0,15
otequinox,os,1,0,0,0,15
otequinox,priority,1,0,0,0,15
otequinox,product,0,0,0,0,15
otequinox,severity,0,0,0,0,15
otequinox,status,0,0,0,0,15
otequinox,version,1,0,0,0,15
otequinox 요약,,3,0,0,0,135
other,assignee,0,0,0,0,1290
other,component,185,4,0,0,1290
other,hardware,8,0,0,0,1290
other,os,10,0,0,0,1290
other,priority,24,3,0,0,1290
other,product,2,0,0,0,1290
other,severity,36,1,0,0,1290
other,status,0,0,0,0,1290
other,version,62,2,0,0,1290
other 요약,,327,10,0,0,11610
others,assignee,0,0,0,0,899
others,component,33,0,0,0,899
others,hardware,68,0,0,0,899
others,os,67,0,0,0,899
others,priority,8,0,0,0,899
others,product,0,0,0,0,899
others,severity,24,1,0,0,899
others,status,0,0,0,0,899
others,version,41,0,0,0,899
others 요약,,241,1,0,0,8091
otj,assignee,0,0,0,0,66
otj,component,0,0,0,0,66
otj,hardware,0,0,0,0,66
otj,os,0,0,0,0,66
otj,priority,1,0,0,0,66
otj,product,0,0,0,0,66
otj,severity,3,0,0,0,66
otj,status,0,0,0,0,66
otj,version,6,0,0,0,66
otj 요약,,10,0,0,0,594
otmvn,assignee,0,0,0,0,4
otmvn,component,1,0,0,0,4
otmvn,hardware,0,0,0,0,4
otmvn,os,0,0,0,0,4
otmvn,priority,0,0,0,0,4
otmvn,product,0,0,0,0,4
otmvn,severity,0,0,0,0,4
otmvn,status,0,0,0,0,4
otmvn,version,0,0,0,0,4
otmvn 요약,,1,0,0,0,36
outlineviews,assignee,0,0,0,0,402
outlineviews,component,8,0,0,0,402
outlineviews,hardware,2,0,0,0,402
outlineviews,os,4,0,0,0,402
outlineviews,priority,18,3,0,0,402
outlineviews,product,0,0,0,0,402
outlineviews,severity,15,1,0,0,402
outlineviews,status,0,0,0,0,402
outlineviews,version,18,2,0,0,402
outlineviews 요약,,65,6,0,0,3618
p2,assignee,0,0,0,0,5320
p2,component,65,6,0,0,5320
p2,hardware,32,1,0,0,5320
p2,os,67,3,0,0,5320
p2,priority,35,0,0,0,5320
p2,product,50,3,0,0,5320
p2,severity,322,20,4,0,5320
p2,status,0,0,0,0,5320
p2,version,168,3,1,0,5320
p2 요약,,739,36,5,0,47880
p2management,assignee,0,0,0,0,110
p2management,component,7,0,0,0,110
p2management,hardware,0,0,0,0,110
p2management,os,0,0,0,0,110
p2management,priority,0,0,0,0,110
p2management,product,3,0,0,0,110
p2management,severity,6,0,0,0,110
p2management,status,0,0,0,0,110
p2management,version,10,1,4,4,110
p2management 요약,,26,1,4,4,990
p2repositoryanalyzers,assignee,0,0,0,0,4
p2repositoryanalyzers,component,0,0,0,0,4
p2repositoryanalyzers,hardware,0,0,0,0,4
p2repositoryanalyzers,os,0,0,0,0,4
p2repositoryanalyzers,priority,0,0,0,0,4
p2repositoryanalyzers,product,0,0,0,0,4
p2repositoryanalyzers,severity,0,0,0,0,4
p2repositoryanalyzers,status,0,0,0,0,4
p2repositoryanalyzers,version,0,0,0,0,4
p2repositoryanalyzers 요약,,0,0,0,0,36
package,assignee,0,0,0,0,753
package,component,15,0,0,0,753
package,hardware,20,1,0,0,753
package,os,24,0,0,0,753
package,priority,12,0,0,0,753
package,product,5,0,0,0,753
package,severity,25,1,0,0,753
package,status,0,0,0,0,753
package,version,52,0,0,0,753
package 요약,,153,2,0,0,6777
packagecontent,assignee,0,0,0,0,156
packagecontent,component,13,0,0,0,156
packagecontent,hardware,6,0,0,0,156
packagecontent,os,6,0,0,0,156
packagecontent,priority,0,0,0,0,156
packagecontent,product,4,0,0,0,156
packagecontent,severity,3,1,0,0,156
packagecontent,status,0,0,0,0,156
packagecontent,version,17,0,0,0,156
packagecontent 요약,,49,1,0,0,1404
packager,assignee,0,0,0,0,163
packager,component,13,0,0,0,163
packager,hardware,8,0,0,0,163
packager,os,9,0,0,0,163
packager,priority,1,0,0,0,163
packager,product,0,0,0,0,163
packager,severity,4,0,0,0,163
packager,status,0,0,0,0,163
packager,version,7,0,0,0,163
packager 요약,,42,0,0,0,1467
packages,assignee,0,0,0,0,31
packages,component,0,0,0,0,31
packages,hardware,0,0,0,0,31
packages,os,0,0,0,0,31
packages,priority,1,0,0,0,31
packages,product,0,0,0,0,31
packages,severity,0,0,0,0,31
packages,status,0,0,0,0,31
packages,version,0,0,0,0,31
packages 요약,,1,0,0,0,279
paginationcontrol,assignee,0,0,0,0,2
paginationcontrol,component,0,0,0,0,2
paginationcontrol,hardware,0,0,0,0,2
paginationcontrol,os,0,0,0,0,2
paginationcontrol,priority,0,0,0,0,2
paginationcontrol,product,0,0,0,0,2
paginationcontrol,severity,0,0,0,0,2
paginationcontrol,status,0,0,0,0,2
paginationcontrol,version,0,0,0,0,2
paginationcontrol 요약,,0,0,0,0,18
paperclips,assignee,0,0,0,0,2
paperclips,component,0,0,0,0,2
paperclips,hardware,0,0,0,0,2
paperclips,os,0,0,0,0,2
paperclips,priority,0,0,0,0,2
paperclips,product,0,0,0,0,2
paperclips,severity,0,0,0,0,2
paperclips,status,0,0,0,0,2
paperclips,version,0,0,0,0,2
paperclips 요약,,0,0,0,0,18
parser,assignee,0,0,0,0,2181
parser,component,56,2,0,0,2181
parser,hardware,12,0,0,0,2181
parser,os,18,0,0,0,2181
parser,priority,41,1,0,0,2181
parser,product,2,0,0,0,2181
parser,severity,82,9,0,0,2181
parser,status,0,0,0,0,2181
parser,version,48,4,0,0,2181
parser 요약,,259,16,0,0,19629
patterns,assignee,0,0,0,0,76
patterns,component,0,0,0,0,76
patterns,hardware,0,0,0,0,76
patterns,os,0,0,0,0,76
patterns,priority,0,0,0,0,76
patterns,product,0,0,0,0,76
patterns,severity,0,0,0,0,76
patterns,status,0,0,0,0,76
patterns,version,0,0,0,0,76
patterns 요약,,0,0,0,0,684
pbs,assignee,0,0,0,0,34
pbs,component,2,0,0,0,34
pbs,hardware,0,0,0,0,34
pbs,os,1,0,0,0,34
pbs,priority,0,0,0,0,34
pbs,product,0,0,0,0,34
pbs,severity,0,0,0,0,34
pbs,status,0,0,0,0,34
pbs,version,1,0,0,0,34
pbs 요약,,4,0,0,0,306
pdebuild,assignee,0,0,0,0,2
pdebuild,component,0,0,0,0,2
pdebuild,hardware,0,0,0,0,2
pdebuild,os,0,0,0,0,2
pdebuild,priority,0,0,0,0,2
pdebuild,product,0,0,0,0,2
pdebuild,severity,0,0,0,0,2
pdebuild,status,0,0,0,0,2
pdebuild,version,0,0,0,0,2
pdebuild 요약,,0,0,0,0,18
pdesupport,assignee,0,0,0,0,377
pdesupport,component,4,0,0,0,377
pdesupport,hardware,15,0,0,0,377
pdesupport,os,17,0,0,0,377
pdesupport,priority,0,0,0,0,377
pdesupport,product,0,0,0,0,377
pdesupport,severity,9,0,0,0,377
pdesupport,status,0,0,0,0,377
pdesupport,version,1,0,0,0,377
pdesupport 요약,,46,0,0,0,3393
pe,assignee,0,0,0,0,25
pe,component,1,0,0,0,25
pe,hardware,0,0,0,0,25
pe,os,1,0,0,0,25
pe,priority,0,0,0,0,25
pe,product,0,0,0,0,25
pe,severity,0,0,0,0,25
pe,status,0,0,0,0,25
pe,version,1,0,0,0,25
pe 요약,,3,0,0,0,225
perf,assignee,0,0,0,0,2
perf,component,0,0,0,0,2
perf,hardware,0,0,0,0,2
perf,os,0,0,0,0,2
perf,priority,0,0,0,0,2
perf,product,0,0,0,0,2
perf,severity,0,0,0,0,2
perf,status,0,0,0,0,2
perf,version,0,0,0,0,2
perf 요약,,0,0,0,0,18
pgroup,assignee,0,0,0,0,6
pgroup,component,0,0,0,0,6
pgroup,hardware,0,0,0,0,6
pgroup,os,0,0,0,0,6
pgroup,priority,0,0,0,0,6
pgroup,product,0,0,0,0,6
pgroup,severity,1,0,0,0,6
pgroup,status,0,0,0,0,6
pgroup,version,0,0,0,0,6
pgroup 요약,,1,0,0,0,54
phpexplorer&amp;projectsmanagement,assignee,0,0,0,0,1129
phpexplorer&amp;projectsmanagement,component,29,0,0,0,1129
phpexplorer&amp;projectsmanagement,hardware,5,0,0,0,1129
phpexplorer&amp;projectsmanagement,os,9,0,0,0,1129
phpexplorer&amp;projectsmanagement,priority,59,4,0,1,1129
phpexplorer&amp;projectsmanagement,product,1,0,0,0,1129
phpexplorer&amp;projectsmanagement,severity,33,1,0,0,1129
phpexplorer&amp;projectsmanagement,status,0,0,0,0,1129
phpexplorer&amp;projectsmanagement,version,32,0,1,0,1129
phpexplorer&amp;projectsmanagement 요약,,168,5,1,1,10161
phpfunctionsview,assignee,0,0,0,0,51
phpfunctionsview,component,1,0,0,0,51
phpfunctionsview,hardware,0,0,0,0,51
phpfunctionsview,os,0,0,0,0,51
phpfunctionsview,priority,1,0,0,0,51
phpfunctionsview,product,0,0,0,0,51
phpfunctionsview,severity,4,0,0,0,51
phpfunctionsview,status,0,0,0,0,51
phpfunctionsview,version,0,0,0,0,51
phpfunctionsview 요약,,6,0,0,0,459
phpmanual,assignee,0,0,0,0,82
phpmanual,component,2,0,0,0,82
phpmanual,hardware,0,0,0,0,82
phpmanual,os,2,0,0,0,82
phpmanual,priority,4,0,0,0,82
phpmanual,product,0,0,0,0,82
phpmanual,severity,3,0,0,0,82
phpmanual,status,0,0,0,0,82
phpmanual,version,2,0,0,0,82
phpmanual 요약,,13,0,0,0,738
phpmodeling,assignee,0,0,0,0,123
phpmodeling,component,2,0,0,0,123
phpmodeling,hardware,0,0,0,0,123
phpmodeling,os,0,0,0,0,123
phpmodeling,priority,7,0,0,0,123
phpmodeling,product,0,0,0,0,123
phpmodeling,severity,1,0,0,0,123
phpmodeling,status,0,0,0,0,123
phpmodeling,version,2,0,0,0,123
phpmodeling 요약,,12,0,0,0,1107
phpsearch,assignee,0,0,0,0,110
phpsearch,component,3,0,0,0,110
phpsearch,hardware,0,0,0,0,110
phpsearch,os,1,0,0,0,110
phpsearch,priority,9,0,0,0,110
phpsearch,product,0,0,0,0,110
phpsearch,severity,2,0,0,0,110
phpsearch,status,0,0,0,0,110
phpsearch,version,1,0,0,0,110
phpsearch 요약,,16,0,0,0,990
picturecontrol,assignee,0,0,0,0,4
picturecontrol,component,0,0,0,0,4
picturecontrol,hardware,0,0,0,0,4
picturecontrol,os,0,0,0,0,4
picturecontrol,priority,0,0,0,0,4
picturecontrol,product,0,0,0,0,4
picturecontrol,severity,0,0,0,0,4
picturecontrol,status,0,0,0,0,4
picturecontrol,version,0,0,0,0,4
picturecontrol 요약,,0,0,0,0,36
pipelets,assignee,0,0,0,0,9
pipelets,component,1,0,0,0,9
pipelets,hardware,0,0,0,0,9
pipelets,os,0,0,0,0,9
pipelets,priority,0,0,0,0,9
pipelets,product,0,0,0,0,9
pipelets,severity,0,1,0,0,9
pipelets,status,0,0,0,0,9
pipelets,version,0,0,0,0,9
pipelets 요약,,1,1,0,0,81
platform,assignee,0,0,0,0,245
platform,component,1,0,0,0,245
platform,hardware,4,0,0,0,245
platform,os,4,0,0,0,245
platform,priority,0,0,0,0,245
platform,product,0,0,0,0,245
platform,severity,8,0,0,0,245
platform,status,0,0,0,0,245
platform,version,12,2,0,0,245
platform 요약,,29,2,0,0,2205
platforms,assignee,0,0,0,0,84
platforms,component,2,0,0,0,84
platforms,hardware,0,0,0,0,84
platforms,os,1,0,0,0,84
platforms,priority,5,0,0,0,84
platforms,product,0,0,0,0,84
platforms,severity,1,0,0,0,84
platforms,status,0,0,0,0,84
platforms,version,0,0,0,0,84
platforms 요약,,9,0,0,0,756
pldt,assignee,0,0,0,0,57
pldt,component,0,0,0,0,57
pldt,hardware,0,0,0,0,57
pldt,os,0,0,0,0,57
pldt,priority,3,0,0,0,57
pldt,product,0,0,0,0,57
pldt,severity,0,0,0,0,57
pldt,status,0,0,0,0,57
pldt,version,3,2,0,0,57
pldt 요약,,6,2,0,0,513
plexus,assignee,0,0,0,0,31
plexus,component,6,0,0,0,31
plexus,hardware,0,0,0,0,31
plexus,os,0,0,0,0,31
plexus,priority,1,0,0,0,31
plexus,product,0,0,0,0,31
plexus,severity,0,0,0,0,31
plexus,status,0,0,0,0,31
plexus,version,2,2,0,0,31
plexus 요약,,9,2,0,0,279
plugin,assignee,0,0,0,0,54
plugin,component,0,0,0,0,54
plugin,hardware,0,0,0,0,54
plugin,os,0,0,0,0,54
plugin,priority,1,0,0,0,54
plugin,product,0,0,0,0,54
plugin,severity,3,0,0,0,54
plugin,status,0,0,0,0,54
plugin,version,0,0,0,0,54
plugin 요약,,4,0,0,0,486
plugins,assignee,0,0,0,0,344
plugins,component,25,1,0,0,344
plugins,hardware,1,0,0,0,344
plugins,os,22,1,0,0,344
plugins,priority,4,0,0,0,344
plugins,product,2,0,0,0,344
plugins,severity,9,1,1,0,344
