component,value,os,priority,hardware,version,component,severity,assignee,product,status,total
github,max,0,0,0,0,0,0,0,0,0,50
ins,avg,0,0,0,0,0,0,0,0,0,123
ins,min,0,0,0,0,0,0,0,0,0,123
ins,max,0,0,0,0,0,0,0,0,0,123
reportengine,avg,0,0,0,0,0,0,0,0,0,3001
reportengine,min,0,0,0,0,0,0,0,0,0,3001
reportengine,max,0,0,0,0,0,0,0,0,0,3001
cdi,avg,0,0,0,0,0,0,0,0,0,288
cdi,min,0,0,0,0,0,0,0,0,0,288
cdi,max,0,0,0,0,0,0,0,0,0,288
apt,avg,0,0,0,0,0,0,0,0,0,549
apt,min,0,0,0,0,0,0,0,0,0,549
apt,max,0,0,0,0,0,0,0,0,0,549
emftvm,avg,0,0,0,0,0,0,0,0,0,94
emftvm,min,0,0,0,0,0,0,0,0,0,94
emftvm,max,0,0,0,0,0,0,0,0,0,94
edit,avg,0,0,0,0,0,0,0,0,0,659
edit,min,0,0,0,0,0,0,0,0,0,659
edit,max,0,0,0,0,0,0,0,0,0,659
buildhelp,avg,0,0,0,0,0,0,0,0,0,70
buildhelp,min,0,0,0,0,0,0,0,0,0,70
buildhelp,max,0,0,0,0,0,0,0,0,0,70
interpreter,avg,0,0,0,0,0,0,0,0,0,24
interpreter,min,0,0,0,0,0,0,0,0,0,24
interpreter,max,0,0,0,0,0,0,0,0,0,24
javascript,avg,0,0,0,0,0,0,0,0,0,69
javascript,min,0,0,0,0,0,0,0,0,0,69
javascript,max,0,0,0,0,0,0,0,0,0,69
ganttchart,avg,0,0,0,0,0,0,0,0,0,79
ganttchart,min,0,0,0,0,0,0,0,0,0,79
ganttchart,max,0,0,0,0,0,0,0,0,0,79
legacygef(mvc),avg,0,0,0,0,0,0,0,0,0,2263
legacygef(mvc),min,0,0,0,0,0,0,0,0,0,2263
legacygef(mvc),max,0,0,0,0,0,0,0,0,0,2263
livedoc,avg,0,0,0,0,0,0,0,0,0,107
livedoc,min,0,0,0,0,0,0,0,0,0,107
livedoc,max,0,0,0,0,0,0,0,0,0,107
node,avg,0,0,0,0,0,0,0,0,0,133
node,min,0,0,0,0,0,0,0,0,0,133
node,max,0,0,0,0,0,0,0,0,0,133
legacyzest,avg,0,0,0,0,0,0,0,0,0,209
legacyzest,min,0,0,0,0,0,0,0,0,0,209
legacyzest,max,0,0,0,0,0,0,0,0,0,209
rc,avg,0,0,0,0,0,0,0,0,0,1533
rc,min,0,0,0,0,0,0,0,0,0,1533
rc,max,0,0,0,0,0,0,0,0,0,1533
installer,avg,0,0,0,0,0,0,0,0,0,202
installer,min,0,0,0,0,0,0,0,0,0,202
installer,max,0,0,0,0,0,0,0,0,0,202
glazedlistsextension,avg,0,0,0,0,0,0,0,0,0,33
glazedlistsextension,min,0,0,0,0,0,0,0,0,0,33
glazedlistsextension,max,0,0,0,0,0,0,0,0,0,33
devicekit,avg,0,0,0,0,0,0,0,0,0,28
devicekit,min,0,0,0,0,0,0,0,0,0,28
devicekit,max,0,0,0,0,0,0,0,0,0,28
datasource,avg,0,0,0,0,0,0,0,0,0,7
datasource,min,0,0,0,0,0,0,0,0,0,7
datasource,max,0,0,0,0,0,0,0,0,0,7
stw,avg,0,0,0,0,0,0,0,0,0,2
stw,min,0,0,0,0,0,0,0,0,0,2
stw,max,0,0,0,0,0,0,0,0,0,2
bundles,avg,0,0,0,0,0,0,0,0,0,610
bundles,min,0,0,0,0,0,0,0,0,0,610
bundles,max,0,0,0,0,0,0,0,0,0,610
swtbot,avg,0,0,0,0,0,0,0,0,0,657
swtbot,min,0,0,0,0,0,0,0,0,0,657
swtbot,max,0,0,0,0,0,0,0,0,0,657
emfvm,avg,0,0,0,0,0,0,0,0,0,81
emfvm,min,0,0,0,0,0,0,0,0,0,81
emfvm,max,0,0,0,0,0,0,0,0,0,81
gefcloudio,avg,0,0,0,0,0,0,0,0,0,9
gefcloudio,min,0,0,0,0,0,0,0,0,0,9
gefcloudio,max,0,0,0,0,0,0,0,0,0,9
generators,avg,0,0,0,0,0,0,0,0,0,236
generators,min,0,0,0,0,0,0,0,0,0,236
generators,max,0,0,0,0,0,0,0,0,0,236
processing,avg,0,0,0,0,0,0,0,0,0,47
processing,min,0,0,0,0,0,0,0,0,0,47
processing,max,0,0,0,0,0,0,0,0,0,47
rm,avg,0,0,0,0,0,0,0,0,0,345
rm,min,0,0,0,0,0,0,0,0,0,345
rm,max,0,0,0,0,0,0,0,0,0,345
components,avg,0,0,0,0,0,0,0,0,0,305
components,min,0,0,0,0,0,0,0,0,0,305
components,max,0,0,0,0,0,0,0,0,0,305
remoteservices,avg,0,0,0,0,0,0,0,0,0,253
remoteservices,min,0,0,0,0,0,0,0,0,0,253
remoteservices,max,0,0,0,0,0,0,0,0,0,253
1,avg,0,0,0,0,0,0,0,0,0,26
1,min,0,0,0,0,0,0,0,0,0,26
1,max,0,0,0,0,0,0,0,0,0,26
rse,avg,0,0,0,0,0,0,0,0,0,4
rse,min,0,0,0,0,0,0,0,0,0,4
rse,max,0,0,0,0,0,0,0,0,0,4
xplanner,avg,0,0,0,0,0,0,0,0,0,75
xplanner,min,0,0,0,0,0,0,0,0,0,75
xplanner,max,0,0,0,0,0,0,0,0,0,75
moka,avg,0,0,0,0,0,0,0,0,0,48
moka,min,0,0,0,0,0,0,0,0,0,48
moka,max,0,0,0,0,0,0,0,0,0,48
dependencyvisualizer,avg,0,0,0,0,0,0,0,0,0,8
dependencyvisualizer,min,0,0,0,0,0,0,0,0,0,8
dependencyvisualizer,max,0,0,0,0,0,0,0,0,0,8
servercore,avg,0,0,0,0,0,0,0,0,0,121
servercore,min,0,0,0,0,0,0,0,0,0,121
servercore,max,0,0,0,0,0,0,0,0,0,121
preferencesmanagement,avg,0,0,0,0,0,0,0,0,0,48
preferencesmanagement,min,0,0,0,0,0,0,0,0,0,48
preferencesmanagement,max,0,0,0,0,0,0,0,0,0,48
formattedtext,avg,0,0,0,0,0,0,0,0,0,43
formattedtext,min,0,0,0,0,0,0,0,0,0,43
formattedtext,max,0,0,0,0,0,0,0,0,0,43
javascripttools,avg,0,0,0,0,0,0,0,0,0,1
javascripttools,min,0,0,0,0,0,0,0,0,0,1
javascripttools,max,0,0,0,0,0,0,0,0,0,1
userinterface,avg,0,0,0,0,0,0,0,0,0,322
userinterface,min,0,0,0,0,0,0,0,0,0,322
userinterface,max,0,0,0,0,0,0,0,0,0,322
escape,avg,0,0,0,0,0,0,0,0,0,23
escape,min,0,0,0,0,0,0,0,0,0,23
escape,max,0,0,0,0,0,0,0,0,0,23
project,avg,0,0,0,0,0,0,0,0,0,55
project,min,0,0,0,0,0,0,0,0,0,55
project,max,0,0,0,0,0,0,0,0,0,55
db,avg,0,0,0,0,0,0,0,0,0,38
db,min,0,0,0,0,0,0,0,0,0,38
db,max,0,0,0,0,0,0,0,0,0,38
rta,avg,0,0,0,0,0,0,0,0,0,8
rta,min,0,0,0,0,0,0,0,0,0,8
rta,max,0,0,0,0,0,0,0,0,0,8
presence,avg,0,0,0,0,0,0,0,0,0,18
presence,min,0,0,0,0,0,0,0,0,0,18
presence,max,0,0,0,0,0,0,0,0,0,18
timeserieschart,avg,0,0,0,0,0,0,0,0,0,4
timeserieschart,min,0,0,0,0,0,0,0,0,0,4
timeserieschart,max,0,0,0,0,0,0,0,0,0,4
codegen,avg,0,0,0,0,0,0,0,0,0,2
codegen,min,0,0,0,0,0,0,0,0,0,2
codegen,max,0,0,0,0,0,0,0,0,0,2
gitflow,avg,0,0,0,0,0,0,0,0,0,25
gitflow,min,0,0,0,0,0,0,0,0,0,25
gitflow,max,0,0,0,0,0,0,0,0,0,25
cvs,avg,0,0,0,0,0,0,0,0,0,3983
cvs,min,0,0,0,0,0,0,0,0,0,3983
cvs,max,0,0,0,0,0,0,0,0,0,3983
marte,avg,0,0,0,0,0,0,0,0,0,7
marte,min,0,0,0,0,0,0,0,0,0,7
marte,max,0,0,0,0,0,0,0,0,0,7
languages,avg,0,0,0,0,0,0,0,0,0,41
languages,min,0,0,0,0,0,0,0,0,0,41
languages,max,0,0,0,0,0,0,0,0,0,41
core,avg,0,0,0,0,0,0,0,0,0,7210
core,min,0,0,0,0,0,0,0,0,0,7210
core,max,0,0,0,0,0,0,0,0,0,7210
svn,avg,0,0,0,0,0,0,0,0,0,14
svn,min,0,0,0,0,0,0,0,0,0,14
svn,max,0,0,0,0,0,0,0,0,0,14
launch,avg,0,0,0,0,0,0,0,0,0,72
launch,min,0,0,0,0,0,0,0,0,0,72
launch,max,0,0,0,0,0,0,0,0,0,72
team,avg,0,0,0,0,0,0,0,0,0,7220
team,min,0,0,0,0,0,0,0,0,0,7220
team,max,0,0,0,0,0,0,0,0,0,7220
services,avg,0,0,0,0,0,0,0,0,0,7
services,min,0,0,0,0,0,0,0,0,0,7
services,max,0,0,0,0,0,0,0,0,0,7
mtjprojects,avg,0,0,0,0,0,0,0,0,0,91
mtjprojects,min,0,0,0,0,0,0,0,0,0,91
mtjprojects,max,0,0,0,0,0,0,0,0,0,91
microxml,avg,0,0,0,0,0,0,0,0,0,32
microxml,min,0,0,0,0,0,0,0,0,0,32
microxml,max,0,0,0,0,0,0,0,0,0,32
java,avg,0,0,0,0,0,0,0,0,0,4
java,min,0,0,0,0,0,0,0,0,0,4
java,max,0,0,0,0,0,0,0,0,0,4
diagram,avg,0,0,0,0,0,0,0,0,0,2807
diagram,min,0,0,0,0,0,0,0,0,0,2807
diagram,max,0,0,0,0,0,0,0,0,0,2807
package,avg,0,0,0,0,0,0,0,0,0,69
package,min,0,0,0,0,0,0,0,0,0,69
package,max,0,0,0,0,0,0,0,0,0,69
plugin,avg,0,0,0,0,0,0,0,0,0,54
plugin,min,0,0,0,0,0,0,0,0,0,54
plugin,max,0,0,0,0,0,0,0,0,0,54
pdebuild,avg,0,0,0,0,0,0,0,0,0,2
pdebuild,min,0,0,0,0,0,0,0,0,0,2
pdebuild,max,0,0,0,0,0,0,0,0,0,2
scriptingsupport,avg,0,0,0,0,0,0,0,0,0,2
scriptingsupport,min,0,0,0,0,0,0,0,0,0,2
scriptingsupport,max,0,0,0,0,0,0,0,0,0,2
codeassist,avg,0,0,0,0,0,0,0,0,0,3072
codeassist,min,0,0,0,0,0,0,0,0,0,3072
codeassist,max,0,0,0,0,0,0,0,0,0,3072
jdt,avg,0,0,0,0,0,0,0,0,0,176
jdt,min,0,0,0,0,0,0,0,0,0,176
jdt,max,0,0,0,0,0,0,0,0,0,176
agfchart,avg,0,0,0,0,0,0,0,0,0,5
agfchart,min,0,0,0,0,0,0,0,0,0,5
agfchart,max,0,0,0,0,0,0,0,0,0,5
chart,avg,0,0,0,0,0,0,0,0,0,1921
chart,min,0,0,0,0,0,0,0,0,0,1921
chart,max,0,0,0,0,0,0,0,0,0,1921
paperclips,avg,0,0,0,0,0,0,0,0,0,2
paperclips,min,0,0,0,0,0,0,0,0,0,2
paperclips,max,0,0,0,0,0,0,0,0,0,2
loadleveler,avg,0,0,0,0,0,0,0,0,0,10
loadleveler,min,0,0,0,0,0,0,0,0,0,10
loadleveler,max,0,0,0,0,0,0,0,0,0,10
agent,avg,0,0,0,0,0,0,0,0,0,1062
agent,min,0,0,0,0,0,0,0,0,0,1062
agent,max,0,0,0,0,0,0,0,0,0,1062
tooling,avg,0,0,0,0,0,0,0,0,0,17
tooling,min,0,0,0,0,0,0,0,0,0,17
tooling,max,0,0,0,0,0,0,0,0,0,17
dataaccess,avg,0,0,0,0,0,0,0,0,0,279
dataaccess,min,0,0,0,0,0,0,0,0,0,279
dataaccess,max,0,0,0,0,0,0,0,0,0,279
ctabletree,avg,0,0,0,0,0,0,0,0,0,17
ctabletree,min,0,0,0,0,0,0,0,0,0,17
ctabletree,max,0,0,0,0,0,0,0,0,0,17
javageneration,avg,0,0,0,0,0,0,0,0,0,10
javageneration,min,0,0,0,0,0,0,0,0,0,10
javageneration,max,0,0,0,0,0,0,0,0,0,10
navigator,avg,0,0,0,0,0,0,0,0,0,77
navigator,min,0,0,0,0,0,0,0,0,0,77
navigator,max,0,0,0,0,0,0,0,0,0,77
unknown,avg,0,0,0,0,0,0,0,0,0,108
unknown,min,0,0,0,0,0,0,0,0,0,108
unknown,max,0,0,0,0,0,0,0,0,0,108
ua,avg,0,0,0,0,0,0,0,0,0,103
ua,min,0,0,0,0,0,0,0,0,0,103
ua,max,0,0,0,0,0,0,0,0,0,103
graphiti,avg,0,0,0,0,0,0,0,0,0,2
graphiti,min,0,0,0,0,0,0,0,0,0,2
graphiti,max,0,0,0,0,0,0,0,0,0,2
phpmanual,avg,0,0,0,0,0,0,0,0,0,82
phpmanual,min,0,0,0,0,0,0,0,0,0,82
phpmanual,max,0,0,0,0,0,0,0,0,0,82
swt,avg,0,0,0,0,0,0,0,0,0,13914
swt,min,0,0,0,0,0,0,0,0,0,13914
swt,max,0,0,0,0,0,0,0,0,0,13914
ui,avg,0,0,0,0,0,0,0,0,0,69266
ui,min,0,0,0,0,0,0,0,0,0,69266
ui,max,0,0,0,0,0,0,0,0,0,69266
test,avg,0,0,0,0,0,0,0,0,0,66
test,min,0,0,0,0,0,0,0,0,0,66
test,max,0,0,0,0,0,0,0,0,0,66
jet,avg,0,0,0,0,0,0,0,0,0,288
jet,min,0,0,0,0,0,0,0,0,0,288
jet,max,0,0,0,0,0,0,0,0,0,288
flow,avg,0,0,0,0,0,0,0,0,0,10
flow,min,0,0,0,0,0,0,0,0,0,10
flow,max,0,0,0,0,0,0,0,0,0,10
package,avg,0,0,0,0,0,0,0,0,0,14
package,min,0,0,0,0,0,0,0,0,0,14
package,max,0,0,0,0,0,0,0,0,0,14
tycho,avg,0,0,0,0,0,0,0,0,0,11
tycho,min,0,0,0,0,0,0,0,0,0,11
tycho,max,0,0,0,0,0,0,0,0,0,11
documentation,avg,0,0,0,0,0,0,0,0,0,25
documentation,min,0,0,0,0,0,0,0,0,0,25
documentation,max,0,0,0,0,0,0,0,0,0,25
phpexplorer&amp;projectsmanagement,avg,0,0,0,0,0,0,0,0,0,1129
phpexplorer&amp;projectsmanagement,min,0,0,0,0,0,0,0,0,0,1129
phpexplorer&amp;projectsmanagement,max,0,0,0,0,0,0,0,0,0,1129
jbpm5targetruntime,avg,0,0,0,0,0,0,0,0,0,139
jbpm5targetruntime,min,0,0,0,0,0,0,0,0,0,139
jbpm5targetruntime,max,0,0,0,0,0,0,0,0,0,139
treemapper,avg,0,0,0,0,0,0,0,0,0,8
treemapper,min,0,0,0,0,0,0,0,0,0,8
treemapper,max,0,0,0,0,0,0,0,0,0,8
query,avg,0,0,0,0,0,0,0,0,0,1026
query,min,0,0,0,0,0,0,0,0,0,1026
query,max,0,0,0,0,0,0,0,0,0,1026
edc,avg,0,0,0,0,0,0,0,0,0,157
edc,min,0,0,0,0,0,0,0,0,0,157
edc,max,0,0,0,0,0,0,0,0,0,157
mozilla,avg,0,0,0,0,0,0,0,0,0,269
mozilla,min,0,0,0,0,0,0,0,0,0,269
mozilla,max,0,0,0,0,0,0,0,0,0,269
ide,avg,0,0,0,0,0,0,0,0,0,4033
ide,min,0,0,0,0,0,0,0,0,0,4033
ide,max,0,0,0,0,0,0,0,0,0,4033
modules,avg,0,0,0,0,0,0,0,0,0,327
modules,min,0,0,0,0,0,0,0,0,0,327
modules,max,0,0,0,0,0,0,0,0,0,327
branches,avg,0,0,0,0,0,0,0,0,0,17
branches,min,0,0,0,0,0,0,0,0,0,17
branches,max,0,0,0,0,0,0,0,0,0,17
providers,avg,0,0,0,0,0,0,0,0,0,500
providers,min,0,0,0,0,0,0,0,0,0,500
providers,max,0,0,0,0,0,0,0,0,0,500
technologies,avg,0,0,0,0,0,0,0,0,0,228
technologies,min,0,0,0,0,0,0,0,0,0,228
technologies,max,0,0,0,0,0,0,0,0,0,228
discovery,avg,0,0,0,0,0,0,0,0,0,114
discovery,min,0,0,0,0,0,0,0,0,0,114
discovery,max,0,0,0,0,0,0,0,0,0,114
transformations,avg,0,0,0,0,0,0,0,0,0,53
transformations,min,0,0,0,0,0,0,0,0,0,53
transformations,max,0,0,0,0,0,0,0,0,0,53
autotools,avg,0,0,0,0,0,0,0,0,0,207
autotools,min,0,0,0,0,0,0,0,0,0,207
autotools,max,0,0,0,0,0,0,0,0,0,207
doc,avg,0,0,0,0,0,0,0,0,0,277
doc,min,0,0,0,0,0,0,0,0,0,277
doc,max,0,0,0,0,0,0,0,0,0,277
automatederrorreportingclient(aeri),avg,0,0,0,0,0,0,0,0,0,968
automatederrorreportingclient(aeri),min,0,0,0,0,0,0,0,0,0,968
automatederrorreportingclient(aeri),max,0,0,0,0,0,0,0,0,0,968
arduino,avg,0,0,0,0,0,0,0,0,0,187
arduino,min,0,0,0,0,0,0,0,0,0,187
arduino,max,0,0,0,0,0,0,0,0,0,187
debug,avg,0,0,0,0,0,0,0,0,0,45
debug,min,0,0,0,0,0,0,0,0,0,45
debug,max,0,0,0,0,0,0,0,0,0,45
memory,avg,0,0,0,0,0,0,0,0,0,297
memory,min,0,0,0,0,0,0,0,0,0,297
memory,max,0,0,0,0,0,0,0,0,0,297
pulsar,avg,0,0,0,0,0,0,0,0,0,11
pulsar,min,0,0,0,0,0,0,0,0,0,11
pulsar,max,0,0,0,0,0,0,0,0,0,11
package,avg,0,0,0,0,0,0,0,0,0,56
package,min,0,0,0,0,0,0,0,0,0,56
package,max,0,0,0,0,0,0,0,0,0,56
webclient,avg,0,0,0,0,0,0,0,0,0,2
webclient,min,0,0,0,0,0,0,0,0,0,2
webclient,max,0,0,0,0,0,0,0,0,0,2
cbip2repositoryaggregator,avg,0,0,0,0,0,0,0,0,0,583
cbip2repositoryaggregator,min,0,0,0,0,0,0,0,0,0,583
cbip2repositoryaggregator,max,0,0,0,0,0,0,0,0,0,583
android,avg,0,0,0,0,0,0,0,0,0,26
android,min,0,0,0,0,0,0,0,0,0,26
android,max,0,0,0,0,0,0,0,0,0,26
admin,avg,0,0,0,0,0,0,0,0,0,8
admin,min,0,0,0,0,0,0,0,0,0,8
admin,max,0,0,0,0,0,0,0,0,0,8
privacy,avg,0,0,0,0,0,0,0,0,0,79
privacy,min,0,0,0,0,0,0,0,0,0,79
privacy,max,0,0,0,0,0,0,0,0,0,79
ui,avg,0,0,0,0,0,0,0,0,0,6
ui,min,0,0,0,0,0,0,0,0,0,6
ui,max,0,0,0,0,0,0,0,0,0,6
orion,avg,0,0,0,0,0,0,0,0,0,19
orion,min,0,0,0,0,0,0,0,0,0,19
orion,max,0,0,0,0,0,0,0,0,0,19
apitools,avg,0,0,0,0,0,0,0,0,0,1332
apitools,min,0,0,0,0,0,0,0,0,0,1332
apitools,max,0,0,0,0,0,0,0,0,0,1332
rwt,avg,0,0,0,0,0,0,0,0,0,5164
rwt,min,0,0,0,0,0,0,0,0,0,5164
rwt,max,0,0,0,0,0,0,0,0,0,5164
we,avg,0,0,0,0,0,0,0,0,0,469
we,min,0,0,0,0,0,0,0,0,0,469
we,max,0,0,0,0,0,0,0,0,0,469
docker,avg,0,0,0,0,0,0,0,0,0,17
docker,min,0,0,0,0,0,0,0,0,0,17
docker,max,0,0,0,0,0,0,0,0,0,17
updater,avg,0,0,0,0,0,0,0,0,0,154
updater,min,0,0,0,0,0,0,0,0,0,154
updater,max,0,0,0,0,0,0,0,0,0,154
package,avg,0,0,0,0,0,0,0,0,0,3
package,min,0,0,0,0,0,0,0,0,0,3
package,max,0,0,0,0,0,0,0,0,0,3
nexusplugins,avg,0,0,0,0,0,0,0,0,0,43
nexusplugins,min,0,0,0,0,0,0,0,0,0,43
nexusplugins,max,0,0,0,0,0,0,0,0,0,43
model,avg,0,0,0,0,0,0,0,0,0,34
model,min,0,0,0,0,0,0,0,0,0,34
model,max,0,0,0,0,0,0,0,0,0,34
compositetable,avg,0,0,0,0,0,0,0,0,0,98
compositetable,min,0,0,0,0,0,0,0,0,0,98
compositetable,max,0,0,0,0,0,0,0,0,0,98
common,avg,0,0,0,0,0,0,0,0,0,1567
common,min,0,0,0,0,0,0,0,0,0,1567
common,max,0,0,0,0,0,0,0,0,0,1567
local,avg,0,0,0,0,0,0,0,0,0,8
local,min,0,0,0,0,0,0,0,0,0,8
local,max,0,0,0,0,0,0,0,0,0,8
osgifacet,avg,0,0,0,0,0,0,0,0,0,13
osgifacet,min,0,0,0,0,0,0,0,0,0,13
osgifacet,max,0,0,0,0,0,0,0,0,0,13
ejface,avg,0,0,0,0,0,0,0,0,0,11
ejface,min,0,0,0,0,0,0,0,0,0,11
ejface,max,0,0,0,0,0,0,0,0,0,11
perf,avg,0,0,0,0,0,0,0,0,0,2
perf,min,0,0,0,0,0,0,0,0,0,2
perf,max,0,0,0,0,0,0,0,0,0,2
xcore,avg,0,0,0,0,0,0,0,0,0,574
xcore,min,0,0,0,0,0,0,0,0,0,574
xcore,max,0,0,0,0,0,0,0,0,0,574
applicationdevelopment,avg,0,0,0,0,0,0,0,0,0,9
applicationdevelopment,min,0,0,0,0,0,0,0,0,0,9
applicationdevelopment,max,0,0,0,0,0,0,0,0,0,9
server,avg,0,0,0,0,0,0,0,0,0,15
server,min,0,0,0,0,0,0,0,0,0,15
server,max,0,0,0,0,0,0,0,0,0,15
package,avg,0,0,0,0,0,0,0,0,0,58
package,min,0,0,0,0,0,0,0,0,0,58
package,max,0,0,0,0,0,0,0,0,0,58
wam,avg,0,0,0,0,0,0,0,0,0,1
wam,min,0,0,0,0,0,0,0,0,0,1
wam,max,0,0,0,0,0,0,0,0,0,1
disease,avg,0,0,0,0,0,0,0,0,0,4
disease,min,0,0,0,0,0,0,0,0,0,4
disease,max,0,0,0,0,0,0,0,0,0,4
scoutdocs,avg,0,0,0,0,0,0,0,0,0,28
scoutdocs,min,0,0,0,0,0,0,0,0,0,28
scoutdocs,max,0,0,0,0,0,0,0,0,0,28
start,avg,0,0,0,0,0,0,0,0,0,71
start,min,0,0,0,0,0,0,0,0,0,71
start,max,0,0,0,0,0,0,0,0,0,71
openmpi,avg,0,0,0,0,0,0,0,0,0,4
openmpi,min,0,0,0,0,0,0,0,0,0,4
openmpi,max,0,0,0,0,0,0,0,0,0,4
windows,avg,0,0,0,0,0,0,0,0,0,5
windows,min,0,0,0,0,0,0,0,0,0,5
windows,max,0,0,0,0,0,0,0,0,0,5
target,avg,0,0,0,0,0,0,0,0,0,291
target,min,0,0,0,0,0,0,0,0,0,291
target,max,0,0,0,0,0,0,0,0,0,291
headless,avg,0,0,0,0,0,0,0,0,0,32
headless,min,0,0,0,0,0,0,0,0,0,32
headless,max,0,0,0,0,0,0,0,0,0,32
ui,avg,0,0,0,0,0,0,0,0,0,95
ui,min,0,0,0,0,0,0,0,0,0,95
ui,max,0,0,0,0,0,0,0,0,0,95
xtextbacklog,avg,0,0,0,0,0,0,0,0,0,174
xtextbacklog,min,0,0,0,0,0,0,0,0,0,174
xtextbacklog,max,0,0,0,0,0,0,0,0,0,174
zest,avg,0,0,0,0,0,0,0,0,0,311
zest,min,0,0,0,0,0,0,0,0,0,311
zest,max,0,0,0,0,0,0,0,0,0,311
compare&amp;mergeideintegration,avg,0,0,0,0,0,0,0,0,0,8
compare&amp;mergeideintegration,min,0,0,0,0,0,0,0,0,0,8
compare&amp;mergeideintegration,max,0,0,0,0,0,0,0,0,0,8
infrastructure,avg,0,0,0,0,0,0,0,0,0,761
infrastructure,min,0,0,0,0,0,0,0,0,0,761
infrastructure,max,0,0,0,0,0,0,0,0,0,761
repository,avg,0,0,0,0,0,0,0,0,0,3
repository,min,0,0,0,0,0,0,0,0,0,3
repository,max,0,0,0,0,0,0,0,0,0,3
m2mqtt,avg,0,0,0,0,0,0,0,0,0,2
m2mqtt,min,0,0,0,0,0,0,0,0,0,2
m2mqtt,max,0,0,0,0,0,0,0,0,0,2
base,avg,0,0,0,0,0,0,0,0,0,7
base,min,0,0,0,0,0,0,0,0,0,7
base,max,0,0,0,0,0,0,0,0,0,7
querylanguage,avg,0,0,0,0,0,0,0,0,0,209
querylanguage,min,0,0,0,0,0,0,0,0,0,209
querylanguage,max,0,0,0,0,0,0,0,0,0,209
modeling,avg,0,0,0,0,0,0,0,0,0,264
modeling,min,0,0,0,0,0,0,0,0,0,264
modeling,max,0,0,0,0,0,0,0,0,0,264
webdav,avg,0,0,0,0,0,0,0,0,0,205
webdav,min,0,0,0,0,0,0,0,0,0,205
webdav,max,0,0,0,0,0,0,0,0,0,205
refactoring,avg,0,0,0,0,0,0,0,0,0,159
refactoring,min,0,0,0,0,0,0,0,0,0,159
refactoring,max,0,0,0,0,0,0,0,0,0,159
repository,avg,0,0,0,0,0,0,0,0,0,11
repository,min,0,0,0,0,0,0,0,0,0,11
repository,max,0,0,0,0,0,0,0,0,0,11
codesearch,avg,0,0,0,0,0,0,0,0,0,20
codesearch,min,0,0,0,0,0,0,0,0,0,20
codesearch,max,0,0,0,0,0,0,0,0,0,20
axf,avg,0,0,0,0,0,0,0,0,0,8
axf,min,0,0,0,0,0,0,0,0,0,8
axf,max,0,0,0,0,0,0,0,0,0,8
adl,avg,0,0,0,0,0,0,0,0,0,4
adl,min,0,0,0,0,0,0,0,0,0,4
adl,max,0,0,0,0,0,0,0,0,0,4
launchers,avg,0,0,0,0,0,0,0,0,0,15
launchers,min,0,0,0,0,0,0,0,0,0,15
launchers,max,0,0,0,0,0,0,0,0,0,15
cgeneration,avg,0,0,0,0,0,0,0,0,0,14
cgeneration,min,0,0,0,0,0,0,0,0,0,14
cgeneration,max,0,0,0,0,0,0,0,0,0,14
connectivity,avg,0,0,0,0,0,0,0,0,0,64
connectivity,min,0,0,0,0,0,0,0,0,0,64
connectivity,max,0,0,0,0,0,0,0,0,0,64
teneo,avg,0,0,0,0,0,0,0,0,0,425
teneo,min,0,0,0,0,0,0,0,0,0,425
teneo,max,0,0,0,0,0,0,0,0,0,425
trac,avg,0,0,0,0,0,0,0,0,0,550
trac,min,0,0,0,0,0,0,0,0,0,550
trac,max,0,0,0,0,0,0,0,0,0,550
usert&gt;equinox&gt;p2),avg,0,0,0,0,0,0,0,0,0,4952
usert&gt;equinox&gt;p2),min,0,0,0,0,0,0,0,0,0,4952
usert&gt;equinox&gt;p2),max,0,0,0,0,0,0,0,0,0,4952
mqtt,avg,0,0,0,0,0,0,0,0,0,37
mqtt,min,0,0,0,0,0,0,0,0,0,37
mqtt,max,0,0,0,0,0,0,0,0,0,37
electron,avg,0,0,0,0,0,0,0,0,0,31
electron,min,0,0,0,0,0,0,0,0,0,31
electron,max,0,0,0,0,0,0,0,0,0,31
jgit,avg,0,0,0,0,0,0,0,0,0,1112
jgit,min,0,0,0,0,0,0,0,0,0,1112
jgit,max,0,0,0,0,0,0,0,0,0,1112
converters,avg,0,0,0,0,0,0,0,0,0,56
converters,min,0,0,0,0,0,0,0,0,0,56
converters,max,0,0,0,0,0,0,0,0,0,56
webpage,avg,0,0,0,0,0,0,0,0,0,7
webpage,min,0,0,0,0,0,0,0,0,0,7
webpage,max,0,0,0,0,0,0,0,0,0,7
gallery,avg,0,0,0,0,0,0,0,0,0,199
gallery,min,0,0,0,0,0,0,0,0,0,199
gallery,max,0,0,0,0,0,0,0,0,0,199
query2,avg,0,0,0,0,0,0,0,0,0,88
query2,min,0,0,0,0,0,0,0,0,0,88
query2,max,0,0,0,0,0,0,0,0,0,88
dashboard,avg,0,0,0,0,0,0,0,0,0,66
dashboard,min,0,0,0,0,0,0,0,0,0,66
dashboard,max,0,0,0,0,0,0,0,0,0,66
developerstatistics,avg,0,0,0,0,0,0,0,0,0,66
developerstatistics,min,0,0,0,0,0,0,0,0,0,66
developerstatistics,max,0,0,0,0,0,0,0,0,0,66
metalua,avg,0,0,0,0,0,0,0,0,0,25
metalua,min,0,0,0,0,0,0,0,0,0,25
metalua,max,0,0,0,0,0,0,0,0,0,25
