domain,project,field,1,2,3,4,total
modeling,pmf,status,0,0,0,0,31
webtools,dalijpatools,os,0,0,0,0,0
webtools,dalijpatools,priority,0,0,0,0,0
webtools,dalijpatools,hardware,0,0,0,0,0
webtools,dalijpatools,version,0,0,0,0,0
webtools,dalijpatools,component,0,0,0,0,0
webtools,dalijpatools,severity,0,0,0,0,0
webtools,dalijpatools,assignee,0,0,0,0,0
webtools,dalijpatools,product,0,0,0,0,0
webtools,dalijpatools,status,0,0,0,0,0
iot,risev2g,os,0,0,0,0,1
iot,risev2g,priority,0,0,0,0,1
iot,risev2g,hardware,0,0,0,0,1
iot,risev2g,version,0,0,0,0,1
iot,risev2g,component,0,0,0,0,1
iot,risev2g,severity,0,0,0,0,1
iot,risev2g,assignee,0,0,0,0,1
iot,risev2g,product,0,0,0,0,1
iot,risev2g,status,0,0,0,0,1
technology,technologytoplevel,os,0,0,0,0,0
technology,technologytoplevel,priority,0,0,0,0,0
technology,technologytoplevel,hardware,0,0,0,0,0
technology,technologytoplevel,version,0,0,0,0,0
technology,technologytoplevel,component,0,0,0,0,0
technology,technologytoplevel,severity,0,0,0,0,0
technology,technologytoplevel,assignee,0,0,0,0,0
technology,technologytoplevel,product,0,0,0,0,0
technology,technologytoplevel,status,0,0,0,0,0
tools,andmore,os,0,0,0,0,114
tools,andmore,priority,1,0,0,0,114
tools,andmore,hardware,0,0,0,0,114
tools,andmore,version,11,0,0,0,114
tools,andmore,component,9,1,0,0,114
tools,andmore,severity,0,0,0,0,114
tools,andmore,assignee,38,3,0,0,114
tools,andmore,product,8,1,0,0,114
tools,andmore,status,0,0,0,0,114
modeling,franca,os,0,0,0,0,0
modeling,franca,priority,0,0,0,0,0
modeling,franca,hardware,0,0,0,0,0
modeling,franca,version,0,0,0,0,0
modeling,franca,component,0,0,0,0,0
modeling,franca,severity,0,0,0,0,0
modeling,franca,assignee,0,0,0,0,0
modeling,franca,product,0,0,0,0,0
modeling,franca,status,0,0,0,0,0
soa,jwt,os,23,0,0,0,408
soa,jwt,priority,31,7,0,0,408
soa,jwt,hardware,6,0,0,0,408
soa,jwt,version,85,71,17,11,408
soa,jwt,component,36,2,0,0,408
soa,jwt,severity,14,1,0,0,408
soa,jwt,assignee,67,10,0,0,408
soa,jwt,product,1,0,0,0,408
soa,jwt,status,0,0,0,0,408
tools,mat,os,17,1,0,0,461
tools,mat,priority,1,0,0,0,461
tools,mat,hardware,17,1,0,0,461
tools,mat,version,16,0,0,0,461
tools,mat,component,8,0,0,0,461
tools,mat,severity,11,0,0,0,461
tools,mat,assignee,198,7,0,0,461
tools,mat,product,4,0,0,0,461
tools,mat,status,0,0,0,0,461
modeling,papyrus,os,1169,6,1,0,9634
modeling,papyrus,priority,260,11,0,0,9634
modeling,papyrus,hardware,1193,3,1,0,9634
modeling,papyrus,version,1355,100,14,2,9634
modeling,papyrus,component,763,41,0,0,9634
modeling,papyrus,severity,798,39,5,1,9634
modeling,papyrus,assignee,3272,298,46,6,9634
modeling,papyrus,product,37,3,0,0,9634
modeling,papyrus,status,0,0,0,0,9634
modeling,mdt.xsd,os,1,0,0,0,404
modeling,mdt.xsd,priority,16,1,0,0,404
modeling,mdt.xsd,hardware,0,0,0,0,404
modeling,mdt.xsd,version,42,3,0,0,404
modeling,mdt.xsd,component,40,5,1,0,404
modeling,mdt.xsd,severity,46,0,0,0,404
modeling,mdt.xsd,assignee,29,8,1,0,404
modeling,mdt.xsd,product,41,4,0,0,404
modeling,mdt.xsd,status,0,0,0,0,404
rt,eclipselink,os,172,0,0,0,7952
rt,eclipselink,priority,1628,104,29,0,7952
rt,eclipselink,hardware,167,0,0,0,7952
rt,eclipselink,version,588,42,1,0,7952
rt,eclipselink,component,186,17,0,0,7952
rt,eclipselink,severity,596,38,13,0,7952
rt,eclipselink,assignee,3629,270,74,22,7952
rt,eclipselink,product,10,6,0,0,7952
rt,eclipselink,status,0,0,0,0,7952
technology,xwt,os,4,0,0,0,352
technology,xwt,priority,1,0,0,0,352
technology,xwt,hardware,0,0,0,0,352
technology,xwt,version,131,11,0,0,352
technology,xwt,component,264,31,2,0,352
technology,xwt,severity,3,0,0,0,352
technology,xwt,assignee,76,5,1,0,352
technology,xwt,product,295,1,1,0,352
technology,xwt,status,0,0,0,0,352
modeling,viatra,os,11,0,0,0,1037
modeling,viatra,priority,18,0,0,0,1037
modeling,viatra,hardware,8,0,0,0,1037
modeling,viatra,version,134,45,18,16,1037
modeling,viatra,component,42,1,0,0,1037
modeling,viatra,severity,38,4,0,0,1037
modeling,viatra,assignee,483,58,10,5,1037
modeling,viatra,product,28,0,0,0,1037
modeling,viatra,status,0,0,0,0,1037
tools,tracecompass.incubator,os,0,0,0,0,0
tools,tracecompass.incubator,priority,0,0,0,0,0
tools,tracecompass.incubator,hardware,0,0,0,0,0
tools,tracecompass.incubator,version,0,0,0,0,0
tools,tracecompass.incubator,component,0,0,0,0,0
tools,tracecompass.incubator,severity,0,0,0,0,0
tools,tracecompass.incubator,assignee,0,0,0,0,0
tools,tracecompass.incubator,product,0,0,0,0,0
tools,tracecompass.incubator,status,0,0,0,0,0
modeling,emft.henshin,os,0,0,0,0,90
modeling,emft.henshin,priority,0,0,0,0,90
modeling,emft.henshin,hardware,0,0,0,0,90
modeling,emft.henshin,version,0,0,0,0,90
modeling,emft.henshin,component,4,0,0,0,90
modeling,emft.henshin,severity,3,0,0,0,90
modeling,emft.henshin,assignee,18,1,0,0,90
modeling,emft.henshin,product,0,0,0,0,90
modeling,emft.henshin,status,0,0,0,0,90
modeling,eatop,os,1,0,0,0,34
modeling,eatop,priority,0,0,0,0,34
modeling,eatop,hardware,1,0,0,0,34
modeling,eatop,version,0,0,0,0,34
modeling,eatop,component,1,0,0,0,34
modeling,eatop,severity,0,0,0,0,34
modeling,eatop,assignee,10,1,0,0,34
modeling,eatop,product,0,0,0,0,34
modeling,eatop,status,0,0,0,0,34
webtools,wtpwebservices,os,0,0,0,0,0
webtools,wtpwebservices,priority,0,0,0,0,0
webtools,wtpwebservices,hardware,0,0,0,0,0
webtools,wtpwebservices,version,0,0,0,0,0
webtools,wtpwebservices,component,0,0,0,0,0
webtools,wtpwebservices,severity,0,0,0,0,0
webtools,wtpwebservices,assignee,0,0,0,0,0
webtools,wtpwebservices,product,0,0,0,0,0
webtools,wtpwebservices,status,0,0,0,0,0
rt,smila,os,14,0,0,0,216
rt,smila,priority,20,2,1,0,216
rt,smila,hardware,11,0,0,0,216
rt,smila,version,16,1,0,0,216
rt,smila,component,7,1,0,0,216
rt,smila,severity,40,4,1,0,216
rt,smila,assignee,89,16,3,2,216
rt,smila,product,0,0,0,0,216
rt,smila,status,0,0,0,0,216
modeling,emft.doc2model,os,0,0,0,0,1
modeling,emft.doc2model,priority,0,0,0,0,1
modeling,emft.doc2model,hardware,0,0,0,0,1
modeling,emft.doc2model,version,0,0,0,0,1
modeling,emft.doc2model,component,0,0,0,0,1
modeling,emft.doc2model,severity,0,0,0,0,1
modeling,emft.doc2model,assignee,0,0,0,0,1
modeling,emft.doc2model,product,0,0,0,0,1
modeling,emft.doc2model,status,0,0,0,0,1
modeling,efm,os,0,0,0,0,23
modeling,efm,priority,0,0,0,0,23
modeling,efm,hardware,0,0,0,0,23
modeling,efm,version,0,0,0,0,23
modeling,efm,component,1,0,0,0,23
modeling,efm,severity,1,0,0,0,23
modeling,efm,assignee,1,0,0,0,23
modeling,efm,product,0,0,0,0,23
modeling,efm,status,0,0,0,0,23
webtools,javaeeconfig,os,0,0,0,0,0
webtools,javaeeconfig,priority,0,0,0,0,0
webtools,javaeeconfig,hardware,0,0,0,0,0
webtools,javaeeconfig,version,0,0,0,0,0
webtools,javaeeconfig,component,0,0,0,0,0
webtools,javaeeconfig,severity,0,0,0,0,0
webtools,javaeeconfig,assignee,0,0,0,0,0
webtools,javaeeconfig,product,0,0,0,0,0
webtools,javaeeconfig,status,0,0,0,0,0
webtools,wtpservertools,os,0,0,0,0,0
webtools,wtpservertools,priority,0,0,0,0,0
webtools,wtpservertools,hardware,0,0,0,0,0
webtools,wtpservertools,version,0,0,0,0,0
webtools,wtpservertools,component,0,0,0,0,0
webtools,wtpservertools,severity,0,0,0,0,0
webtools,wtpservertools,assignee,0,0,0,0,0
webtools,wtpservertools,product,0,0,0,0,0
webtools,wtpservertools,status,0,0,0,0,0
technology,subversive,os,13,0,0,0,2591
technology,subversive,priority,36,2,0,0,2591
technology,subversive,hardware,8,0,0,0,2591
technology,subversive,version,112,19,1,0,2591
technology,subversive,component,123,14,3,0,2591
technology,subversive,severity,80,6,1,1,2591
technology,subversive,assignee,253,24,2,0,2591
technology,subversive,product,111,5,2,0,2591
technology,subversive,status,0,0,0,0,2591
rt,gemini,os,1,0,0,0,5
rt,gemini,priority,0,0,0,0,5
rt,gemini,hardware,0,0,0,0,5
rt,gemini,version,0,0,0,0,5
rt,gemini,component,0,0,0,0,5
rt,gemini,severity,0,0,0,0,5
rt,gemini,assignee,0,0,0,0,5
rt,gemini,product,0,0,0,0,5
rt,gemini,status,0,0,0,0,5
webtools,wtpsourceediting,os,0,0,0,0,0
webtools,wtpsourceediting,priority,0,0,0,0,0
webtools,wtpsourceediting,hardware,0,0,0,0,0
webtools,wtpsourceediting,version,0,0,0,0,0
webtools,wtpsourceediting,component,0,0,0,0,0
webtools,wtpsourceediting,severity,0,0,0,0,0
webtools,wtpsourceediting,assignee,0,0,0,0,0
webtools,wtpsourceediting,product,0,0,0,0,0
webtools,wtpsourceediting,status,0,0,0,0,0
technology,rcptt,os,7,0,0,0,254
technology,rcptt,priority,7,1,0,0,254
technology,rcptt,hardware,0,0,0,0,254
technology,rcptt,version,7,1,0,0,254
technology,rcptt,component,5,0,0,0,254
technology,rcptt,severity,9,1,0,0,254
technology,rcptt,assignee,40,6,3,2,254
technology,rcptt,product,2,0,0,0,254
technology,rcptt,status,0,0,0,0,254
modeling,mdt,os,0,0,0,0,114
modeling,mdt,priority,29,1,0,0,114
modeling,mdt,hardware,0,0,0,0,114
modeling,mdt,version,5,2,0,0,114
modeling,mdt,component,9,1,0,2,114
modeling,mdt,severity,16,5,0,0,114
modeling,mdt,assignee,28,9,4,1,114
modeling,mdt,product,2,1,1,1,114
modeling,mdt,status,0,0,0,0,114
soa,soaplatform,os,0,0,0,0,0
soa,soaplatform,priority,0,0,0,0,0
soa,soaplatform,hardware,0,0,0,0,0
soa,soaplatform,version,0,0,0,0,0
soa,soaplatform,component,0,0,0,0,0
soa,soaplatform,severity,0,0,0,0,0
soa,soaplatform,assignee,0,0,0,0,0
soa,soaplatform,product,0,0,0,0,0
soa,soaplatform,status,0,0,0,0,0
rt,ebr,os,0,0,0,0,6
rt,ebr,priority,0,0,0,0,6
rt,ebr,hardware,0,0,0,0,6
rt,ebr,version,0,0,0,0,6
rt,ebr,component,0,0,0,0,6
rt,ebr,severity,0,0,0,0,6
rt,ebr,assignee,2,0,0,0,6
rt,ebr,product,0,0,0,0,6
rt,ebr,status,0,0,0,0,6
technology,vtp,os,6,0,0,0,259
technology,vtp,priority,30,0,0,0,259
technology,vtp,hardware,6,0,0,0,259
technology,vtp,version,2,0,0,0,259
technology,vtp,component,4,0,0,0,259
technology,vtp,severity,8,0,0,0,259
technology,vtp,assignee,71,3,0,0,259
technology,vtp,product,0,0,0,0,259
technology,vtp,status,0,0,0,0,259
rt,gyrex,os,23,1,1,0,157
rt,gyrex,priority,3,0,0,0,157
rt,gyrex,hardware,24,0,1,0,157
rt,gyrex,version,14,0,0,0,157
rt,gyrex,component,3,0,0,0,157
rt,gyrex,severity,19,0,0,0,157
rt,gyrex,assignee,102,5,2,0,157
rt,gyrex,product,0,0,0,0,157
rt,gyrex,status,0,0,0,0,157
modeling,amp,os,8,0,0,0,171
modeling,amp,priority,14,2,1,1,171
modeling,amp,hardware,8,0,0,0,171
modeling,amp,version,16,1,0,0,171
modeling,amp,component,2,0,0,0,171
modeling,amp,severity,12,1,0,1,171
modeling,amp,assignee,19,1,0,0,171
modeling,amp,product,0,0,0,0,171
modeling,amp,status,0,0,0,0,171
modeling,papyrusrt,os,0,0,0,0,0
modeling,papyrusrt,priority,0,0,0,0,0
modeling,papyrusrt,hardware,0,0,0,0,0
modeling,papyrusrt,version,0,0,0,0,0
modeling,papyrusrt,component,0,0,0,0,0
modeling,papyrusrt,severity,0,0,0,0,0
modeling,papyrusrt,assignee,0,0,0,0,0
modeling,papyrusrt,product,0,0,0,0,0
modeling,papyrusrt,status,0,0,0,0,0
webtools,wtpcommontools,os,0,0,0,0,0
webtools,wtpcommontools,priority,0,0,0,0,0
webtools,wtpcommontools,hardware,0,0,0,0,0
webtools,wtpcommontools,version,0,0,0,0,0
webtools,wtpcommontools,component,0,0,0,0,0
webtools,wtpcommontools,severity,0,0,0,0,0
webtools,wtpcommontools,assignee,0,0,0,0,0
webtools,wtpcommontools,product,0,0,0,0,0
webtools,wtpcommontools,status,0,0,0,0,0
modeling,eef,os,13,0,0,0,330
modeling,eef,priority,4,0,0,0,330
modeling,eef,hardware,14,0,0,0,330
modeling,eef,version,119,42,5,0,330
modeling,eef,component,229,29,0,0,330
modeling,eef,severity,18,4,0,0,330
modeling,eef,assignee,41,0,0,0,330
modeling,eef,product,244,14,0,0,330
modeling,eef,status,0,0,0,0,330
modeling,capra,os,5,0,0,0,46
modeling,capra,priority,0,0,0,0,46
modeling,capra,hardware,1,0,0,0,46
modeling,capra,version,0,0,0,0,46
modeling,capra,component,7,0,0,0,46
modeling,capra,severity,1,0,0,0,46
modeling,capra,assignee,16,0,0,0,46
modeling,capra,product,0,0,0,0,46
modeling,capra,status,0,0,0,0,46
tools,titan,os,0,0,0,0,183
tools,titan,priority,1,0,0,0,183
tools,titan,hardware,0,0,0,0,183
tools,titan,version,4,0,0,0,183
tools,titan,component,1,0,1,0,183
tools,titan,severity,3,0,0,0,183
tools,titan,assignee,66,3,0,0,183
tools,titan,product,0,1,0,0,183
tools,titan,status,0,0,0,0,183
technology,sapphire,os,179,1,1,0,1189
technology,sapphire,priority,7,0,0,0,1189
technology,sapphire,hardware,183,1,1,0,1189
technology,sapphire,version,148,6,2,0,1189
technology,sapphire,component,75,0,0,0,1189
technology,sapphire,severity,112,3,0,0,1189
technology,sapphire,assignee,939,38,9,3,1189
technology,sapphire,product,1,0,0,0,1189
technology,sapphire,status,0,0,0,0,1189
tools,gef,os,116,4,0,0,2950
tools,gef,priority,191,15,2,0,2950
tools,gef,hardware,86,1,0,0,2950
tools,gef,version,125,8,1,1,2950
tools,gef,component,237,36,4,3,2950
tools,gef,severity,214,26,1,0,2950
tools,gef,assignee,1064,140,36,8,2950
tools,gef,product,78,9,0,3,2950
tools,gef,status,0,0,0,0,2950
tools,oomph,os,10,0,0,0,1438
tools,oomph,priority,8,2,0,0,1438
tools,oomph,hardware,12,0,0,0,1438
tools,oomph,version,396,102,27,102,1438
tools,oomph,component,187,28,2,1,1438
tools,oomph,severity,171,6,0,0,1438
tools,oomph,assignee,929,76,13,1,1438
tools,oomph,product,148,7,0,1,1438
tools,oomph,status,0,0,0,0,1438
rt,ecf,os,75,2,1,0,1944
rt,ecf,priority,35,1,0,0,1944
rt,ecf,hardware,81,0,0,0,1944
rt,ecf,version,141,18,1,0,1944
rt,ecf,component,85,10,2,0,1944
rt,ecf,severity,150,12,0,0,1944
rt,ecf,assignee,595,45,10,0,1944
rt,ecf,product,30,9,1,0,1944
rt,ecf,status,0,0,0,0,1944
technology,scanning,os,0,0,0,0,0
technology,scanning,priority,0,0,0,0,0
technology,scanning,hardware,0,0,0,0,0
technology,scanning,version,0,0,0,0,0
technology,scanning,component,0,0,0,0,0
technology,scanning,severity,0,0,0,0,0
technology,scanning,assignee,0,0,0,0,0
technology,scanning,product,0,0,0,0,0
technology,scanning,status,0,0,0,0,0
technology,nebula.incubator,os,0,0,0,0,1
technology,nebula.incubator,priority,0,0,0,0,1
technology,nebula.incubator,hardware,0,0,0,0,1
technology,nebula.incubator,version,0,0,0,0,1
technology,nebula.incubator,component,0,0,0,0,1
technology,nebula.incubator,severity,0,0,0,0,1
technology,nebula.incubator,assignee,1,0,0,0,1
technology,nebula.incubator,product,0,0,0,0,1
technology,nebula.incubator,status,0,0,0,0,1
foundation,z_archived,os,0,0,0,0,0
foundation,z_archived,priority,0,0,0,0,0
foundation,z_archived,hardware,0,0,0,0,0
foundation,z_archived,version,0,0,0,0,0
foundation,z_archived,component,0,0,0,0,0
foundation,z_archived,severity,0,0,0,0,0
foundation,z_archived,assignee,0,0,0,0,0
foundation,z_archived,product,0,0,0,0,0
foundation,z_archived,status,0,0,0,0,0
rt,gemini.dbaccess,os,0,0,0,0,19
