domain,project,value,os,priority,hardware,version,component,severity,assignee,product,status,total
technology,gef3d,max,3,0,3,0,0,0,761,0,0,120
iot,whiskers,avg,0,0,0,0,0,0,0,0,0,0
iot,whiskers,min,0,0,0,0,0,0,0,0,0,0
iot,whiskers,max,0,0,0,0,0,0,0,0,0,0
science,statet,avg,0,0,0,0,0,0,0,0,0,0
science,statet,min,0,0,0,0,0,0,0,0,0,0
science,statet,max,0,0,0,0,0,0,0,0,0,0
soa,stardust,avg,0,0,0,83,85,81,161,0,0,538
soa,stardust,min,0,0,0,0,0,0,0,0,0,538
soa,stardust,max,0,0,0,475,475,162,1049,0,0,538
technology,m2ewtp,avg,0,0,0,0,0,0,0,0,0,0
technology,m2ewtp,min,0,0,0,0,0,0,0,0,0,0
technology,m2ewtp,max,0,0,0,0,0,0,0,0,0,0
tools,damos,avg,0,0,0,0,0,0,0,0,0,6
tools,damos,min,0,0,0,0,0,0,0,0,0,6
tools,damos,max,0,0,0,0,0,0,0,0,0,6
mylyn,mylynversions,avg,0,0,0,0,0,0,0,0,0,0
mylyn,mylynversions,min,0,0,0,0,0,0,0,0,0,0
mylyn,mylynversions,max,0,0,0,0,0,0,0,0,0,0
technology,lsp4j,avg,0,0,0,0,21,0,21,21,0,1
technology,lsp4j,min,0,0,0,0,21,0,21,21,0,1
technology,lsp4j,max,0,0,0,0,21,0,21,21,0,1
eclipse,pde,avg,433,205,414,204,368,386,729,336,0,15737
eclipse,pde,min,0,0,0,0,0,0,0,0,0,15737
eclipse,pde,max,2590,2996,2489,1156,5349,2461,4886,5349,0,15737
technology,lsp4e,avg,3,32,3,0,5,3,20,0,0,60
technology,lsp4e,min,0,0,0,0,1,0,0,0,0,60
technology,lsp4e,max,6,63,6,0,8,9,57,0,0,60
rt,rap,avg,147,290,195,137,305,261,226,63,0,5011
rt,rap,min,0,0,0,0,0,0,0,0,0,5011
rt,rap,max,1261,1590,1261,1486,1974,1456,1974,269,0,5011
modeling,mdt.bpmn2,avg,0,0,0,0,0,0,54,0,0,62
modeling,mdt.bpmn2,min,0,0,0,0,0,0,0,0,0,62
modeling,mdt.bpmn2,max,0,0,0,0,0,0,248,0,0,62
technology,openkplatform,avg,0,0,0,0,0,0,0,0,0,0
technology,openkplatform,min,0,0,0,0,0,0,0,0,0,0
technology,openkplatform,max,0,0,0,0,0,0,0,0,0,0
rt,gemini.naming,avg,0,0,0,1,126,111,104,126,0,26
rt,gemini.naming,min,0,0,0,1,51,0,0,51,0,26
rt,gemini.naming,max,0,0,0,1,234,304,342,234,0,26
technology,lyo,avg,97,34,97,141,16,177,216,0,0,881
technology,lyo,min,0,0,0,0,0,0,0,0,0,881
technology,lyo,max,368,88,368,833,45,751,958,0,0,881
modeling,emft,avg,93,225,1,182,108,136,119,122,0,604
modeling,emft,min,0,0,0,0,0,0,0,0,0,604
modeling,emft,max,289,1081,1,624,779,795,907,779,0,604
tools,ldt,avg,45,208,2,334,239,129,144,340,0,381
tools,ldt,min,0,0,0,0,0,0,0,0,0,381
tools,ldt,max,214,1014,5,1014,1029,778,1029,1029,0,381
technology,tm4e,avg,109,0,109,205,205,57,205,205,0,1
technology,tm4e,min,109,0,109,58,58,57,58,58,0,1
technology,tm4e,max,109,0,109,351,351,57,351,351,0,1
modeling,emfcompare,avg,8,110,86,466,528,140,105,31,0,1095
modeling,emfcompare,min,0,0,0,0,0,0,0,0,0,1095
modeling,emfcompare,max,22,609,402,2042,2070,1184,798,187,0,1095
modeling,qvto,avg,17,0,7,163,76,32,204,100,0,967
modeling,qvto,min,0,0,0,0,0,0,0,0,0,967
modeling,qvto,max,37,0,13,981,357,140,1566,357,0,967
science,ice,avg,38,20,38,0,35,44,37,69,0,327
science,ice,min,0,0,0,0,0,0,0,69,0,327
science,ice,max,109,39,109,0,69,74,134,69,0,327
tools,windowbuilder,avg,58,120,72,5,12,39,135,12,0,501
tools,windowbuilder,min,0,0,0,0,0,0,0,0,0,501
tools,windowbuilder,max,278,388,361,17,51,252,1094,51,0,501
tools,pdt.incubator,avg,0,0,0,0,0,0,0,0,0,1
tools,pdt.incubator,min,0,0,0,0,0,0,0,0,0,1
tools,pdt.incubator,max,0,0,0,0,0,0,0,0,0,1
modeling,qvtd,avg,0,0,0,0,685,0,340,37,0,262
modeling,qvtd,min,0,0,0,0,0,0,0,0,0,262
modeling,qvtd,max,0,0,0,0,2486,0,1250,109,0,262
science,eavp,avg,0,0,0,0,0,0,0,0,0,4
science,eavp,min,0,0,0,0,0,0,0,0,0,4
science,eavp,max,0,0,0,0,0,0,0,0,0,4
modeling,tmf,avg,368,289,377,262,556,207,403,161,0,5272
modeling,tmf,min,0,0,0,0,0,0,0,0,0,5272
modeling,tmf,max,2343,1533,2343,1533,2143,1248,2252,908,0,5272
webtools,javaserverfaces,avg,0,0,0,0,0,0,0,0,0,0
webtools,javaserverfaces,min,0,0,0,0,0,0,0,0,0,0
webtools,javaserverfaces,max,0,0,0,0,0,0,0,0,0,0
modeling,mmt,avg,0,10,0,0,0,311,322,0,0,42
modeling,mmt,min,0,0,0,0,0,0,0,0,0,42
modeling,mmt,max,0,29,0,0,0,891,1594,0,0,42
soa,mangrove,avg,0,0,0,854,1720,0,1454,1720,0,13
soa,mangrove,min,0,0,0,854,854,0,24,854,0,13
soa,mangrove,max,0,0,0,854,2778,0,2778,2778,0,13
technology,mbeddr,avg,0,0,0,0,0,0,0,0,0,0
technology,mbeddr,min,0,0,0,0,0,0,0,0,0,0
technology,mbeddr,max,0,0,0,0,0,0,0,0,0,0
iot,ditto,avg,0,0,0,0,0,0,0,0,0,0
iot,ditto,min,0,0,0,0,0,0,0,0,0,0
iot,ditto,max,0,0,0,0,0,0,0,0,0,0
technology,egit,avg,283,95,277,245,430,240,332,170,0,4085
technology,egit,min,0,0,0,0,0,0,0,0,0,4085
technology,egit,max,2033,284,2033,2033,1975,1953,2034,1399,0,4085
technology,eclemma,avg,1,0,1,0,0,1,22,0,0,20
technology,eclemma,min,0,0,0,0,0,1,0,0,0,20
technology,eclemma,max,2,0,2,0,0,1,66,0,0,20
technology,mdmbl,avg,0,0,0,0,32,0,32,32,0,2
technology,mdmbl,min,0,0,0,0,32,0,32,32,0,2
technology,mdmbl,max,0,0,0,0,32,0,32,32,0,2
soa,bpmn2modeler,avg,0,338,0,337,18,139,61,3,0,705
soa,bpmn2modeler,min,0,0,0,0,0,0,0,0,0,705
soa,bpmn2modeler,max,0,1384,0,1418,61,1384,245,8,0,705
technology,omr,avg,0,0,0,0,0,0,0,0,0,0
technology,omr,min,0,0,0,0,0,0,0,0,0,0
technology,omr,max,0,0,0,0,0,0,0,0,0,0
iot,krikkit,avg,0,0,0,0,0,0,0,0,0,6
iot,krikkit,min,0,0,0,0,0,0,0,0,0,6
iot,krikkit,max,0,0,0,0,0,0,0,0,0,6
technology,nattable,avg,84,55,92,45,34,116,198,29,0,743
technology,nattable,min,0,55,0,0,0,0,0,0,0,743
technology,nattable,max,183,55,183,213,73,366,964,58,0,743
technology,n4js,avg,0,0,0,0,0,0,0,0,0,0
technology,n4js,min,0,0,0,0,0,0,0,0,0,0
technology,n4js,max,0,0,0,0,0,0,0,0,0,0
mylyn,mylyntasks,avg,0,0,0,0,0,0,0,0,0,0
mylyn,mylyntasks,min,0,0,0,0,0,0,0,0,0,0
mylyn,mylyntasks,max,0,0,0,0,0,0,0,0,0,0
technology,jgit,avg,270,106,263,239,227,133,217,230,0,991
technology,jgit,min,0,0,0,0,0,0,0,0,0,991
technology,jgit,max,1625,290,1625,1625,1625,864,1625,1625,0,991
webtools,libra,avg,2007,0,2007,121,172,35,216,131,0,152
webtools,libra,min,2007,0,2007,0,0,0,0,0,0,152
webtools,libra,max,2007,0,2007,369,2007,184,2005,369,0,152
modeling,gendoc,avg,0,0,0,9,1,70,116,0,0,106
modeling,gendoc,min,0,0,0,0,0,0,0,0,0,106
modeling,gendoc,max,0,0,0,23,1,174,722,0,0,106
modeling,emf,avg,251,477,237,1253,1356,193,724,2855,0,8029
modeling,emf,min,0,0,0,0,0,0,0,0,0,8029
modeling,emf,max,2115,2223,2115,4153,4169,3417,3899,4169,0,8029
modeling,papyrusxtuml,avg,0,0,0,0,0,0,0,0,0,0
modeling,papyrusxtuml,min,0,0,0,0,0,0,0,0,0,0
modeling,papyrusxtuml,max,0,0,0,0,0,0,0,0,0,0
tools,cdt,avg,414,180,463,446,1046,299,762,403,0,19331
tools,cdt,min,0,0,0,0,0,0,0,0,0,19331
tools,cdt,max,2766,2775,2766,2557,4526,3161,4526,2315,0,19331
iot,ignite,avg,0,0,0,0,0,0,0,0,0,0
iot,ignite,min,0,0,0,0,0,0,0,0,0,0
iot,ignite,max,0,0,0,0,0,0,0,0,0,0
technology,rtp,avg,0,0,0,0,2,0,176,0,0,77
technology,rtp,min,0,0,0,0,0,0,0,0,0,77
technology,rtp,max,0,0,0,0,4,0,1259,0,0,77
modeling,emft.b3,avg,25,33,12,736,322,141,147,429,0,140
modeling,emft.b3,min,0,0,0,736,0,0,0,220,0,140
modeling,emft.b3,max,69,69,24,736,736,254,736,736,0,140
rt,gemini.jpa,avg,163,279,84,126,62,140,6,56,0,126
rt,gemini.jpa,min,0,279,0,0,0,0,0,0,0,126
rt,gemini.jpa,max,322,279,167,274,219,279,15,219,0,126
technology,sisu,avg,0,4,0,232,11,8,178,0,0,130
technology,sisu,min,0,0,0,0,6,8,0,0,0,130
technology,sisu,max,0,8,0,647,15,8,705,0,0,130
tools,orbit,avg,284,237,284,17,145,109,524,140,0,1033
tools,orbit,min,0,0,0,0,0,0,0,0,0,1033
tools,orbit,max,1952,1844,1952,66,1484,565,3472,1484,0,1033
technology,scout,avg,147,133,130,167,29,124,306,0,0,1912
technology,scout,min,0,0,0,0,0,0,0,0,0,1912
technology,scout,max,704,689,618,766,152,706,1469,0,0,1912
science,richbeans,avg,0,0,0,0,0,0,0,0,0,0
science,richbeans,min,0,0,0,0,0,0,0,0,0,0
science,richbeans,max,0,0,0,0,0,0,0,0,0,0
technology,babel,avg,78,235,78,110,375,242,348,137,0,653
technology,babel,min,0,0,0,0,0,0,0,0,0,653
technology,babel,max,155,2778,155,849,2480,2032,2778,849,0,653
technology,osbp,avg,0,0,0,0,0,0,0,0,0,0
technology,osbp,min,0,0,0,0,0,0,0,0,0,0
technology,osbp,max,0,0,0,0,0,0,0,0,0,0
technology,mpc,avg,76,8,81,219,213,64,254,213,0,596
technology,mpc,min,0,0,0,0,0,0,0,0,0,596
technology,mpc,max,613,19,613,1357,1384,303,1441,1384,0,596
technology,efxclipse,avg,173,0,173,76,112,14,123,165,0,1092
technology,efxclipse,min,0,0,0,0,0,0,0,0,0,1092
technology,efxclipse,max,345,0,345,349,383,63,462,383,0,1092
tools,tracecompass,avg,2,0,4,315,336,169,88,351,0,500
tools,tracecompass,min,0,0,4,0,0,0,0,0,0,500
tools,tracecompass,max,4,0,4,1011,1011,452,517,1011,0,500
technology,epf,avg,90,396,92,119,117,108,380,59,0,3064
technology,epf,min,0,0,0,0,0,0,0,0,0,3064
technology,epf,max,377,1230,377,735,513,503,2638,197,0,3064
iot,agail,avg,0,0,0,0,0,0,0,0,0,0
iot,agail,min,0,0,0,0,0,0,0,0,0,0
iot,agail,max,0,0,0,0,0,0,0,0,0,0
rt,apricot,avg,0,0,0,0,0,0,0,0,0,14
rt,apricot,min,0,0,0,0,0,0,0,0,0,14
rt,apricot,max,0,0,0,0,0,0,0,0,0,14
technology,osee,avg,535,11,535,149,104,64,517,26,0,355
technology,osee,min,0,0,0,0,0,0,0,4,0,355
technology,osee,max,1139,27,1139,798,467,218,1138,48,0,355
modeling,emf.parsley,avg,0,0,0,0,5,21,43,0,0,142
modeling,emf.parsley,min,0,0,0,0,0,0,0,0,0,142
modeling,emf.parsley,max,0,0,0,0,11,41,257,0,0,142
tools,atf,avg,143,202,365,159,113,327,304,159,0,493
tools,atf,min,0,0,365,0,0,0,0,0,0,493
tools,atf,max,372,1058,365,462,462,1116,1139,462,0,493
tools,aspectj,avg,278,680,4,141,186,163,233,136,0,2884
tools,aspectj,min,0,0,0,0,0,0,0,0,0,2884
tools,aspectj,max,553,2413,12,1013,1013,1037,1159,1013,0,2884
modeling,modeling,avg,0,407,34,106,125,97,80,131,0,217
modeling,modeling,min,0,8,34,0,0,0,0,0,0,217
modeling,modeling,max,0,1136,34,448,458,406,458,458,0,217
modeling,emft.refactor,avg,0,0,0,1,1,0,1,1,0,20
modeling,emft.refactor,min,0,0,0,1,1,0,1,1,0,20
modeling,emft.refactor,max,0,0,0,1,1,0,1,1,0,20
technology,dash,avg,267,407,4,6,283,68,268,335,0,199
technology,dash,min,0,0,0,0,0,0,0,0,0,199
technology,dash,max,464,1252,8,12,2435,196,2435,2435,0,199
technology,swtbot,avg,196,18,230,176,409,356,380,2,0,524
technology,swtbot,min,0,0,0,0,0,0,0,0,0,524
technology,swtbot,max,1257,35,1434,1257,1483,1553,1800,4,0,524
webtools,wtpwebsite,avg,0,0,0,0,0,0,0,0,0,0
webtools,wtpwebsite,min,0,0,0,0,0,0,0,0,0,0
webtools,wtpwebsite,max,0,0,0,0,0,0,0,0,0,0
foundation,workinggroups,avg,0,0,0,0,0,0,0,0,0,0
foundation,workinggroups,min,0,0,0,0,0,0,0,0,0,0
foundation,workinggroups,max,0,0,0,0,0,0,0,0,0,0
tools,tools,avg,0,0,0,0,0,0,1036,0,0,9
tools,tools,min,0,0,0,0,0,0,0,0,0,9
tools,tools,max,0,0,0,0,0,0,1740,0,0,9
technology,app4mc,avg,0,0,0,0,0,0,22,0,0,47
technology,app4mc,min,0,0,0,0,0,0,0,0,0,47
technology,app4mc,max,0,0,0,0,0,0,44,0,0,47
modeling,m2t,avg,513,227,126,287,134,134,293,147,0,1059
modeling,m2t,min,0,0,0,0,0,0,0,0,0,1059
modeling,m2t,max,1291,1257,404,1430,869,707,1458,869,0,1059
technology,tycho,avg,136,97,152,77,98,126,282,27,0,1060
technology,tycho,min,0,0,0,0,0,0,0,0,0,1060
technology,tycho,max,1203,623,1253,719,354,1180,1858,168,0,1060
iot,scada,avg,9,231,0,261,6,127,285,0,0,101
iot,scada,min,0,0,0,0,0,0,0,0,0,101
iot,scada,max,17,454,0,653,11,454,497,0,0,101
modeling,emft.js4emf,avg,0,0,0,0,0,0,0,0,0,0
modeling,emft.js4emf,min,0,0,0,0,0,0,0,0,0,0
modeling,emft.js4emf,max,0,0,0,0,0,0,0,0,0,0
modeling,mdht,avg,0,0,0,0,0,0,3,0,0,29
modeling,mdht,min,0,0,0,0,0,0,0,0,0,29
modeling,mdht,max,0,0,0,0,0,0,5,0,0,29
soa,score,avg,0,0,0,0,0,0,0,0,0,1
soa,score,min,0,0,0,0,0,0,0,0,0,1
soa,score,max,0,0,0,0,0,0,0,0,0,1
technology,jubula,avg,133,185,166,133,212,111,278,0,0,2030
technology,jubula,min,0,0,0,0,0,0,0,0,0,2030
technology,jubula,max,780,1601,1302,923,1302,592,1464,0,0,2030
technology,usssdk,avg,0,0,0,112,108,1,149,125,0,7
technology,usssdk,min,0,0,0,0,0,1,0,0,0,7
technology,usssdk,max,0,0,0,317,317,1,381,317,0,7
modeling,emf.egf,avg,0,0,0,154,0,0,89,0,0,191
modeling,emf.egf,min,0,0,0,0,0,0,0,0,0,191
modeling,emf.egf,max,0,0,0,276,0,0,258,0,0,191
mylyn,mylynreviewsr4e,avg,0,0,0,0,0,0,0,0,0,0
mylyn,mylynreviewsr4e,min,0,0,0,0,0,0,0,0,0,0
mylyn,mylynreviewsr4e,max,0,0,0,0,0,0,0,0,0,0
rt,ercp,avg,343,488,92,88,55,33,226,15,0,595
rt,ercp,min,0,0,0,0,0,0,0,0,0,595
rt,ercp,max,1079,1392,183,280,292,347,2402,39,0,595
webtools,webtools,avg,0,0,0,0,0,0,0,0,0,0
webtools,webtools,min,0,0,0,0,0,0,0,0,0,0
webtools,webtools,max,0,0,0,0,0,0,0,0,0,0
technology,microprofile,avg,0,0,0,0,0,0,0,0,0,3
technology,microprofile,min,0,0,0,0,0,0,0,0,0,3
technology,microprofile,max,0,0,0,0,0,0,0,0,0,3
iot,milo,avg,0,0,0,0,0,0,0,0,0,0
iot,milo,min,0,0,0,0,0,0,0,0,0,0
iot,milo,max,0,0,0,0,0,0,0,0,0,0
modeling,ecoretools,avg,0,113,0,88,32,142,179,32,0,293
modeling,ecoretools,min,0,0,0,0,0,0,0,0,0,293
modeling,ecoretools,max,0,728,0,1175,228,1472,1406,228,0,293
webtools,jsdt,avg,193,139,190,446,442,251,455,454,0,2439
webtools,jsdt,min,0,0,0,0,0,0,0,0,0,2439
webtools,jsdt,max,1986,691,1986,1620,1620,2752,2753,1620,0,2439
technology,epp,avg,253,82,179,186,215,169,222,172,0,1558
technology,epp,min,0,0,0,0,0,0,0,0,0,1558
technology,epp,max,1526,901,1485,2380,2380,1431,2272,2231,0,1558
webtools,wtpjavaeetools,avg,0,0,0,0,0,0,0,0,0,0
webtools,wtpjavaeetools,min,0,0,0,0,0,0,0,0,0,0
webtools,wtpjavaeetools,max,0,0,0,0,0,0,0,0,0,0
modeling,ecp,avg,24,310,1,37,130,94,128,20,0,1615
modeling,ecp,min,0,0,0,0,0,0,0,0,0,1615
modeling,ecp,max,72,1682,1,176,737,389,737,43,0,1615
iot,4diac,avg,0,0,0,151,29,1,6,0,0,302
iot,4diac,min,0,0,0,0,1,0,0,0,0,302
iot,4diac,max,0,0,0,419,64,2,19,0,0,302
mylyn,mylynreviews,avg,0,0,0,0,0,0,0,0,0,0
mylyn,mylynreviews,min,0,0,0,0,0,0,0,0,0,0
mylyn,mylynreviews,max,0,0,0,0,0,0,0,0,0,0
modeling,gmfruntime,avg,0,0,0,0,0,0,0,0,0,0
modeling,gmfruntime,min,0,0,0,0,0,0,0,0,0,0
modeling,gmfruntime,max,0,0,0,0,0,0,0,0,0,0
technology,recommenders,avg,169,214,183,100,229,181,142,66,0,1206
technology,recommenders,min,0,0,0,0,0,0,0,0,0,1206
technology,recommenders,max,776,617,776,776,776,1101,862,278,0,1206
eclipse,e4,avg,84,63,75,156,193,103,208,251,0,3478
eclipse,e4,min,0,0,0,0,0,0,0,0,0,3478
eclipse,e4,max,565,161,565,3038,3038,1427,3038,3038,0,3478
technology,remus,avg,0,0,0,0,0,0,7,0,0,61
technology,remus,min,0,0,0,0,0,0,7,0,0,61
technology,remus,max,0,0,0,0,0,0,7,0,0,61
modeling,epsilon,avg,121,16,233,263,643,366,207,643,0,535
modeling,epsilon,min,0,1,0,0,0,0,0,0,0,535
modeling,epsilon,max,465,30,465,636,1531,1356,1090,1531,0,535
eclipse,platform,avg,912,800,944,651,751,776,1462,613,0,108813
eclipse,platform,min,0,0,0,0,0,0,0,0,0,108813
eclipse,platform,max,5510,4273,5395,4184,3965,4453,5510,3965,0,108813
technology,reddeer,avg,0,0,0,0,0,0,0,0,0,0
technology,reddeer,min,0,0,0,0,0,0,0,0,0,0
technology,reddeer,max,0,0,0,0,0,0,0,0,0,0
tools,ptp,avg,204,284,175,314,438,252,308,536,0,2732
tools,ptp,min,0,0,0,0,0,0,0,0,0,2732
tools,ptp,max,1735,1486,1735,1735,2325,1735,1874,1735,0,2732
iot,paho.incubator,avg,0,0,0,0,0,0,0,0,0,0
iot,paho.incubator,min,0,0,0,0,0,0,0,0,0,0
iot,paho.incubator,max,0,0,0,0,0,0,0,0,0,0
science,triquetrum,avg,0,0,0,0,0,0,0,0,0,1
science,triquetrum,min,0,0,0,0,0,0,0,0,0,1
science,triquetrum,max,0,0,0,0,0,0,0,0,0,1
modeling,emfservices,avg,0,0,0,0,0,0,0,0,0,0
modeling,emfservices,min,0,0,0,0,0,0,0,0,0,0
modeling,emfservices,max,0,0,0,0,0,0,0,0,0,0
birt,birt,avg,211,443,180,177,291,232,497,95,0,22409
birt,birt,min,0,0,0,0,0,0,0,0,0,22409
birt,birt,max,1625,1757,851,1625,1484,1069,2332,1384,0,22409
modeling,upr,avg,0,0,0,0,0,0,39,0,0,3
modeling,upr,min,0,0,0,0,0,0,39,0,0,3
modeling,upr,max,0,0,0,0,0,0,39,0,0,3
modeling,mdt.uml2,avg,239,668,19,87,110,489,549,120,0,960
modeling,mdt.uml2,min,0,0,0,0,0,0,0,0,0,960
modeling,mdt.uml2,max,1126,2752,56,505,717,1954,2387,717,0,960
tools,objectteams,avg,97,151,97,102,184,82,241,129,0,664
tools,objectteams,min,0,0,0,0,0,0,0,0,0,664
tools,objectteams,max,210,440,210,1026,1046,447,1738,1026,0,664
technology,simopenpass,avg,0,0,0,0,0,0,0,0,0,0
technology,simopenpass,min,0,0,0,0,0,0,0,0,0,0
technology,simopenpass,max,0,0,0,0,0,0,0,0,0,0
rt,virgo,avg,212,36,122,163,238,107,329,13,0,1580
rt,virgo,min,0,0,0,0,0,0,0,0,0,1580
rt,virgo,max,630,116,282,1977,1688,964,2235,41,0,1580
technology,uomo,avg,79,363,44,88,587,340,153,0,0,48
technology,uomo,min,0,0,0,0,315,0,0,0,0,48
technology,uomo,max,300,803,87,175,858,803,358,0,0,48
eclipse,incubator,avg,0,0,0,1,1,0,16,1,0,48
eclipse,incubator,min,0,0,0,0,0,0,0,0,0,48
eclipse,incubator,max,0,0,0,1,1,0,43,1,0,48
technology,sensinact,avg,0,0,0,0,0,0,0,0,0,0
technology,sensinact,min,0,0,0,0,0,0,0,0,0,0
technology,sensinact,max,0,0,0,0,0,0,0,0,0,0
modeling,umlgen,avg,0,0,0,2,43,100,33,0,0,88
modeling,umlgen,min,0,0,0,0,0,0,0,0,0,88
modeling,umlgen,max,0,0,0,4,87,202,99,0,0,88
modeling,emf.diffmerge,avg,0,0,0,0,0,15,28,0,0,152
modeling,emf.diffmerge,min,0,0,0,0,0,0,0,0,0,152
modeling,emf.diffmerge,max,0,0,0,0,0,30,92,0,0,152
