domain,project,field,1,2,3,4,total
technology,gef3d,version,0,1,0,0,120
technology,gef3d,component,1,1,0,0,120
technology,gef3d,severity,1,0,0,0,120
technology,gef3d,assignee,0,0,0,0,120
technology,gef3d,product,0,1,0,0,120
technology,gef3d,status,0,0,0,0,120
soa,stardust,os,2,0,0,0,538
soa,stardust,priority,0,0,0,0,538
soa,stardust,hardware,1,0,0,0,538
soa,stardust,version,37,3,0,1,538
soa,stardust,component,26,0,0,0,538
soa,stardust,severity,11,0,0,0,538
soa,stardust,assignee,0,0,0,0,538
soa,stardust,product,0,0,0,0,538
soa,stardust,status,0,0,0,0,538
rt,vertx,os,1,0,0,0,394
rt,vertx,priority,0,0,0,0,394
rt,vertx,hardware,1,0,0,0,394
rt,vertx,version,27,1,0,0,394
rt,vertx,component,1,0,0,0,394
rt,vertx,severity,32,1,1,0,394
rt,vertx,assignee,0,0,0,0,394
rt,vertx,product,0,0,0,0,394
rt,vertx,status,0,0,0,0,394
modeling,mdt.modisco,os,6,0,0,0,984
modeling,mdt.modisco,priority,279,93,15,7,984
modeling,mdt.modisco,hardware,5,0,0,0,984
modeling,mdt.modisco,version,72,2,0,0,984
modeling,mdt.modisco,component,32,0,0,0,984
modeling,mdt.modisco,severity,85,1,0,0,984
modeling,mdt.modisco,assignee,0,0,0,0,984
modeling,mdt.modisco,product,3,0,0,0,984
modeling,mdt.modisco,status,0,0,0,0,984
technology,actf,os,1,0,0,0,1013
technology,actf,priority,4,0,0,0,1013
technology,actf,hardware,1,0,0,0,1013
technology,actf,version,5,1,0,0,1013
technology,actf,component,40,2,0,0,1013
technology,actf,severity,14,0,0,0,1013
technology,actf,assignee,0,0,0,0,1013
technology,actf,product,0,0,0,0,1013
technology,actf,status,0,0,0,0,1013
modeling,acceleo,os,4,0,0,0,898
modeling,acceleo,priority,68,8,0,0,898
modeling,acceleo,hardware,4,0,0,0,898
modeling,acceleo,version,32,0,0,0,898
modeling,acceleo,component,5,0,0,0,898
modeling,acceleo,severity,48,3,0,0,898
modeling,acceleo,assignee,0,0,0,0,898
modeling,acceleo,product,0,0,0,0,898
modeling,acceleo,status,0,0,0,0,898
eclipse,pde,os,222,2,0,0,15737
eclipse,pde,priority,253,30,5,0,15737
eclipse,pde,hardware,152,1,0,0,15737
eclipse,pde,version,426,7,1,0,15737
eclipse,pde,component,252,49,0,0,15737
eclipse,pde,severity,600,45,7,1,15737
eclipse,pde,assignee,0,0,0,0,15737
eclipse,pde,product,126,8,0,0,15737
eclipse,pde,status,0,0,0,0,15737
technology,lsp4e,os,7,0,0,0,60
technology,lsp4e,priority,3,0,0,0,60
technology,lsp4e,hardware,8,0,0,0,60
technology,lsp4e,version,0,0,0,0,60
technology,lsp4e,component,13,0,0,0,60
technology,lsp4e,severity,7,0,0,0,60
technology,lsp4e,assignee,0,0,0,0,60
technology,lsp4e,product,0,0,0,0,60
technology,lsp4e,status,0,0,0,0,60
iot,vorto,os,1,0,0,0,157
iot,vorto,priority,2,0,0,0,157
iot,vorto,hardware,0,0,0,0,157
iot,vorto,version,5,1,0,0,157
iot,vorto,component,31,0,0,0,157
iot,vorto,severity,10,1,0,0,157
iot,vorto,assignee,0,0,0,0,157
iot,vorto,product,0,0,0,0,157
iot,vorto,status,0,0,0,0,157
rt,rap,os,422,3,1,0,5011
rt,rap,priority,335,8,0,0,5011
rt,rap,hardware,334,2,1,0,5011
rt,rap,version,411,1,1,0,5011
rt,rap,component,200,1,0,0,5011
rt,rap,severity,414,11,1,0,5011
rt,rap,assignee,0,0,0,0,5011
rt,rap,product,4,0,0,0,5011
rt,rap,status,0,0,0,0,5011
modeling,mdt.bpmn2,os,0,0,0,0,62
modeling,mdt.bpmn2,priority,0,0,0,0,62
modeling,mdt.bpmn2,hardware,0,0,0,0,62
modeling,mdt.bpmn2,version,3,0,0,0,62
modeling,mdt.bpmn2,component,0,0,0,0,62
modeling,mdt.bpmn2,severity,1,0,0,0,62
modeling,mdt.bpmn2,assignee,0,0,0,0,62
modeling,mdt.bpmn2,product,0,0,0,0,62
modeling,mdt.bpmn2,status,0,0,0,0,62
modeling,sphinx,os,20,1,0,0,463
modeling,sphinx,priority,14,0,0,0,463
modeling,sphinx,hardware,18,1,0,0,463
modeling,sphinx,version,32,1,0,0,463
modeling,sphinx,component,15,1,0,0,463
modeling,sphinx,severity,8,0,0,0,463
modeling,sphinx,assignee,0,0,0,0,463
modeling,sphinx,product,1,0,0,0,463
modeling,sphinx,status,0,0,0,0,463
rt,gemini.naming,os,0,0,0,0,26
rt,gemini.naming,priority,0,0,0,0,26
rt,gemini.naming,hardware,0,0,0,0,26
rt,gemini.naming,version,0,0,0,0,26
rt,gemini.naming,component,1,2,0,0,26
rt,gemini.naming,severity,2,0,0,0,26
rt,gemini.naming,assignee,0,0,0,0,26
rt,gemini.naming,product,1,2,0,0,26
rt,gemini.naming,status,0,0,0,0,26
technology,lyo,os,19,0,0,0,881
technology,lyo,priority,2,0,0,0,881
technology,lyo,hardware,21,0,0,0,881
technology,lyo,version,31,0,0,0,881
technology,lyo,component,3,0,0,0,881
technology,lyo,severity,42,0,0,0,881
technology,lyo,assignee,0,0,0,0,881
technology,lyo,product,0,0,0,0,881
technology,lyo,status,0,0,0,0,881
modeling,emft,os,4,0,0,0,604
modeling,emft,priority,31,1,0,0,604
modeling,emft,hardware,2,0,0,0,604
modeling,emft,version,26,0,0,0,604
modeling,emft,component,10,0,0,0,604
modeling,emft,severity,32,1,0,0,604
modeling,emft,assignee,0,0,0,0,604
modeling,emft,product,6,0,0,0,604
modeling,emft,status,0,0,0,0,604
technology,rtsc,os,67,0,0,0,1229
technology,rtsc,priority,86,9,8,1,1229
technology,rtsc,hardware,62,0,0,0,1229
technology,rtsc,version,3,0,0,0,1229
technology,rtsc,component,7,0,0,0,1229
technology,rtsc,severity,27,0,0,0,1229
technology,rtsc,assignee,0,0,0,0,1229
technology,rtsc,product,0,0,0,0,1229
technology,rtsc,status,0,0,0,0,1229
ecd,orion,os,57,2,0,0,9557
ecd,orion,priority,80,2,2,0,9557
ecd,orion,hardware,28,0,0,0,9557
ecd,orion,version,215,0,0,0,9557
ecd,orion,component,434,13,0,0,9557
ecd,orion,severity,232,14,0,0,9557
ecd,orion,assignee,0,0,0,0,9557
ecd,orion,product,388,0,0,0,9557
ecd,orion,status,0,0,0,0,9557
tools,pdt,os,116,2,0,0,5440
tools,pdt,priority,626,40,1,1,5440
tools,pdt,hardware,52,0,0,0,5440
tools,pdt,version,318,13,2,1,5440
tools,pdt,component,231,34,0,0,5440
tools,pdt,severity,338,25,2,0,5440
tools,pdt,assignee,0,0,0,0,5440
tools,pdt,product,24,1,0,0,5440
tools,pdt,status,0,0,0,0,5440
technology,nebula,os,31,0,0,0,1118
technology,nebula,priority,58,3,0,0,1118
technology,nebula,hardware,15,0,0,0,1118
technology,nebula,version,12,3,1,0,1118
technology,nebula,component,10,1,0,0,1118
technology,nebula,severity,40,1,1,1,1118
technology,nebula,assignee,0,0,0,0,1118
technology,nebula,product,7,1,0,0,1118
technology,nebula,status,0,0,0,0,1118
tools,ldt,os,14,0,0,0,381
tools,ldt,priority,68,15,3,2,381
tools,ldt,hardware,11,0,0,0,381
tools,ldt,version,27,0,0,0,381
tools,ldt,component,1,0,0,0,381
tools,ldt,severity,64,1,0,0,381
tools,ldt,assignee,0,0,0,0,381
tools,ldt,product,0,0,0,0,381
tools,ldt,status,0,0,0,0,381
technology,tm4e,os,0,0,0,0,1
technology,tm4e,priority,0,0,0,0,1
technology,tm4e,hardware,0,0,0,0,1
technology,tm4e,version,0,0,0,0,1
technology,tm4e,component,0,0,0,0,1
technology,tm4e,severity,1,0,0,0,1
technology,tm4e,assignee,0,0,0,0,1
technology,tm4e,product,0,0,0,0,1
technology,tm4e,status,0,0,0,0,1
technology,ease,os,56,0,0,0,454
technology,ease,priority,2,0,0,0,454
technology,ease,hardware,53,0,0,0,454
technology,ease,version,55,1,0,0,454
technology,ease,component,26,25,0,0,454
technology,ease,severity,23,0,0,0,454
technology,ease,assignee,0,0,0,0,454
technology,ease,product,44,0,0,0,454
technology,ease,status,0,0,0,0,454
modeling,emfcompare,os,11,0,0,0,1095
modeling,emfcompare,priority,23,1,0,0,1095
modeling,emfcompare,hardware,10,0,0,0,1095
modeling,emfcompare,version,55,8,0,0,1095
modeling,emfcompare,component,57,0,0,0,1095
modeling,emfcompare,severity,44,1,0,0,1095
modeling,emfcompare,assignee,0,0,0,0,1095
modeling,emfcompare,product,3,0,0,0,1095
modeling,emfcompare,status,0,0,0,0,1095
technology,tigerstripe,os,1,0,0,0,1147
technology,tigerstripe,priority,12,1,0,0,1147
technology,tigerstripe,hardware,0,0,0,0,1147
technology,tigerstripe,version,0,0,0,0,1147
technology,tigerstripe,component,5,1,0,0,1147
technology,tigerstripe,severity,74,4,0,0,1147
technology,tigerstripe,assignee,0,0,0,0,1147
technology,tigerstripe,product,0,1,0,0,1147
technology,tigerstripe,status,0,0,0,0,1147
modeling,emfstore,os,29,0,0,0,528
modeling,emfstore,priority,49,2,0,0,528
modeling,emfstore,hardware,4,0,0,0,528
modeling,emfstore,version,7,1,0,0,528
modeling,emfstore,component,1,0,0,0,528
modeling,emfstore,severity,8,0,0,0,528
modeling,emfstore,assignee,0,0,0,0,528
modeling,emfstore,product,0,0,0,0,528
modeling,emfstore,status,0,0,0,0,528
rt,riena,os,29,0,0,0,998
rt,riena,priority,78,5,0,0,998
rt,riena,hardware,25,0,0,0,998
rt,riena,version,11,0,0,0,998
rt,riena,component,53,1,0,0,998
rt,riena,severity,45,1,0,0,998
rt,riena,assignee,0,0,0,0,998
rt,riena,product,0,0,0,0,998
rt,riena,status,0,0,0,0,998
technology,flux,os,2,0,0,0,61
technology,flux,priority,1,0,0,0,61
technology,flux,hardware,2,0,0,0,61
technology,flux,version,0,0,0,0,61
technology,flux,component,1,0,0,0,61
technology,flux,severity,1,0,0,0,61
technology,flux,assignee,0,0,0,0,61
technology,flux,product,0,0,0,0,61
technology,flux,status,0,0,0,0,61
modeling,qvto,os,5,0,0,0,967
modeling,qvto,priority,7,0,0,0,967
modeling,qvto,hardware,4,0,0,0,967
modeling,qvto,version,12,0,0,0,967
modeling,qvto,component,12,0,0,0,967
modeling,qvto,severity,12,1,0,0,967
modeling,qvto,assignee,0,0,0,0,967
modeling,qvto,product,2,0,0,0,967
modeling,qvto,status,0,0,0,0,967
science,ice,os,2,0,0,0,327
science,ice,priority,3,0,0,0,327
science,ice,hardware,1,1,0,0,327
science,ice,version,0,0,0,0,327
science,ice,component,1,0,0,0,327
science,ice,severity,2,2,0,0,327
science,ice,assignee,0,0,0,0,327
science,ice,product,1,0,0,0,327
science,ice,status,0,0,0,0,327
tools,windowbuilder,os,21,0,0,0,501
tools,windowbuilder,priority,2,0,0,0,501
tools,windowbuilder,hardware,16,0,0,0,501
tools,windowbuilder,version,7,0,0,0,501
tools,windowbuilder,component,9,0,0,0,501
tools,windowbuilder,severity,48,3,1,0,501
tools,windowbuilder,assignee,0,0,0,0,501
tools,windowbuilder,product,7,0,0,0,501
tools,windowbuilder,status,0,0,0,0,501
modeling,qvtd,os,0,0,0,0,262
modeling,qvtd,priority,0,0,0,0,262
modeling,qvtd,hardware,0,0,0,0,262
modeling,qvtd,version,1,0,0,0,262
modeling,qvtd,component,87,0,0,0,262
modeling,qvtd,severity,3,0,0,0,262
modeling,qvtd,assignee,0,0,0,0,262
modeling,qvtd,product,0,0,0,0,262
modeling,qvtd,status,0,0,0,0,262
modeling,tmf,os,61,2,1,0,5272
modeling,tmf,priority,57,1,0,0,5272
modeling,tmf,hardware,59,0,1,0,5272
modeling,tmf,version,378,13,2,0,5272
modeling,tmf,component,117,23,6,0,5272
modeling,tmf,severity,496,41,4,0,5272
modeling,tmf,assignee,0,0,0,0,5272
modeling,tmf,product,8,1,0,0,5272
modeling,tmf,status,0,0,0,0,5272
tools,andmore,os,0,0,0,0,114
tools,andmore,priority,0,0,0,0,114
tools,andmore,hardware,0,0,0,0,114
tools,andmore,version,3,0,0,0,114
tools,andmore,component,2,0,0,0,114
tools,andmore,severity,0,0,0,0,114
tools,andmore,assignee,0,0,0,0,114
tools,andmore,product,2,0,0,0,114
tools,andmore,status,0,0,0,0,114
soa,jwt,os,12,0,0,0,408
soa,jwt,priority,29,7,0,0,408
soa,jwt,hardware,5,0,0,0,408
soa,jwt,version,59,41,14,6,408
soa,jwt,component,25,0,0,0,408
soa,jwt,severity,12,1,0,0,408
soa,jwt,assignee,0,0,0,0,408
soa,jwt,product,0,0,0,0,408
soa,jwt,status,0,0,0,0,408
modeling,mmt,os,0,0,0,0,42
modeling,mmt,priority,27,1,0,0,42
modeling,mmt,hardware,0,0,0,0,42
modeling,mmt,version,0,0,0,0,42
modeling,mmt,component,0,0,0,0,42
modeling,mmt,severity,3,0,0,0,42
modeling,mmt,assignee,0,0,0,0,42
modeling,mmt,product,0,0,0,0,42
modeling,mmt,status,0,0,0,0,42
tools,mat,os,5,1,0,0,461
tools,mat,priority,1,0,0,0,461
tools,mat,hardware,5,1,0,0,461
tools,mat,version,8,0,0,0,461
tools,mat,component,2,0,0,0,461
tools,mat,severity,6,0,0,0,461
tools,mat,assignee,0,0,0,0,461
tools,mat,product,0,0,0,0,461
tools,mat,status,0,0,0,0,461
modeling,papyrus,os,689,2,0,0,9634
modeling,papyrus,priority,60,4,0,0,9634
modeling,papyrus,hardware,704,1,0,0,9634
modeling,papyrus,version,689,35,3,0,9634
modeling,papyrus,component,383,6,0,0,9634
modeling,papyrus,severity,480,16,3,0,9634
modeling,papyrus,assignee,0,0,0,0,9634
modeling,papyrus,product,4,1,0,0,9634
modeling,papyrus,status,0,0,0,0,9634
soa,mangrove,os,0,0,0,0,13
soa,mangrove,priority,0,0,0,0,13
soa,mangrove,hardware,0,0,0,0,13
soa,mangrove,version,0,0,0,0,13
soa,mangrove,component,2,0,0,0,13
soa,mangrove,severity,3,0,0,0,13
soa,mangrove,assignee,0,0,0,0,13
soa,mangrove,product,2,0,0,0,13
soa,mangrove,status,0,0,0,0,13
modeling,mdt.xsd,os,1,0,0,0,404
modeling,mdt.xsd,priority,12,1,0,0,404
modeling,mdt.xsd,hardware,0,0,0,0,404
modeling,mdt.xsd,version,27,1,0,0,404
modeling,mdt.xsd,component,23,0,0,0,404
modeling,mdt.xsd,severity,36,0,0,0,404
modeling,mdt.xsd,assignee,0,0,0,0,404
modeling,mdt.xsd,product,23,0,0,0,404
modeling,mdt.xsd,status,0,0,0,0,404
rt,eclipselink,os,74,0,0,0,7952
rt,eclipselink,priority,1420,67,18,0,7952
rt,eclipselink,hardware,80,0,0,0,7952
rt,eclipselink,version,482,29,0,0,7952
rt,eclipselink,component,61,4,0,0,7952
rt,eclipselink,severity,501,21,10,0,7952
rt,eclipselink,assignee,0,0,0,0,7952
rt,eclipselink,product,2,3,0,0,7952
rt,eclipselink,status,0,0,0,0,7952
technology,xwt,os,4,0,0,0,352
technology,xwt,priority,1,0,0,0,352
technology,xwt,hardware,0,0,0,0,352
technology,xwt,version,110,4,0,0,352
technology,xwt,component,221,0,0,0,352
technology,xwt,severity,2,0,0,0,352
technology,xwt,assignee,0,0,0,0,352
technology,xwt,product,221,0,0,0,352
technology,xwt,status,0,0,0,0,352
modeling,viatra,os,4,0,0,0,1037
modeling,viatra,priority,10,0,0,0,1037
modeling,viatra,hardware,2,0,0,0,1037
modeling,viatra,version,85,31,11,5,1037
modeling,viatra,component,26,1,0,0,1037
modeling,viatra,severity,27,3,0,0,1037
modeling,viatra,assignee,0,0,0,0,1037
modeling,viatra,product,21,0,0,0,1037
modeling,viatra,status,0,0,0,0,1037
technology,egit,os,144,1,0,0,4085
technology,egit,priority,3,0,0,0,4085
technology,egit,hardware,123,1,0,0,4085
technology,egit,version,168,7,1,0,4085
technology,egit,component,19,2,0,0,4085
technology,egit,severity,346,22,4,0,4085
technology,egit,assignee,0,0,0,0,4085
technology,egit,product,8,2,0,0,4085
technology,egit,status,0,0,0,0,4085
technology,eclemma,os,2,0,0,0,20
technology,eclemma,priority,0,0,0,0,20
technology,eclemma,hardware,2,0,0,0,20
technology,eclemma,version,0,0,0,0,20
technology,eclemma,component,0,0,0,0,20
technology,eclemma,severity,1,0,0,0,20
technology,eclemma,assignee,0,0,0,0,20
technology,eclemma,product,0,0,0,0,20
technology,eclemma,status,0,0,0,0,20
modeling,emft.henshin,os,0,0,0,0,90
modeling,emft.henshin,priority,0,0,0,0,90
modeling,emft.henshin,hardware,0,0,0,0,90
modeling,emft.henshin,version,0,0,0,0,90
modeling,emft.henshin,component,2,0,0,0,90
modeling,emft.henshin,severity,1,0,0,0,90
modeling,emft.henshin,assignee,0,0,0,0,90
modeling,emft.henshin,product,0,0,0,0,90
modeling,emft.henshin,status,0,0,0,0,90
soa,bpmn2modeler,os,1,0,0,0,705
soa,bpmn2modeler,priority,8,0,0,0,705
soa,bpmn2modeler,hardware,0,0,0,0,705
soa,bpmn2modeler,version,22,1,0,0,705
soa,bpmn2modeler,component,4,0,0,0,705
soa,bpmn2modeler,severity,37,2,0,0,705
soa,bpmn2modeler,assignee,0,0,0,0,705
soa,bpmn2modeler,product,1,0,0,0,705
soa,bpmn2modeler,status,0,0,0,0,705
modeling,eatop,os,1,0,0,0,34
modeling,eatop,priority,0,0,0,0,34
modeling,eatop,hardware,1,0,0,0,34
modeling,eatop,version,0,0,0,0,34
modeling,eatop,component,1,0,0,0,34
modeling,eatop,severity,0,0,0,0,34
modeling,eatop,assignee,0,0,0,0,34
modeling,eatop,product,0,0,0,0,34
modeling,eatop,status,0,0,0,0,34
rt,smila,os,7,0,0,0,216
rt,smila,priority,13,1,0,0,216
rt,smila,hardware,6,0,0,0,216
rt,smila,version,8,0,0,0,216
rt,smila,component,5,0,0,0,216
rt,smila,severity,25,1,1,0,216
rt,smila,assignee,0,0,0,0,216
rt,smila,product,0,0,0,0,216
rt,smila,status,0,0,0,0,216
modeling,efm,os,0,0,0,0,23
modeling,efm,priority,0,0,0,0,23
modeling,efm,hardware,0,0,0,0,23
modeling,efm,version,0,0,0,0,23
modeling,efm,component,1,0,0,0,23
modeling,efm,severity,1,0,0,0,23
modeling,efm,assignee,0,0,0,0,23
modeling,efm,product,0,0,0,0,23
modeling,efm,status,0,0,0,0,23
technology,nattable,os,4,0,0,0,743
technology,nattable,priority,0,0,0,0,743
technology,nattable,hardware,2,0,0,0,743
technology,nattable,version,5,1,1,0,743
technology,nattable,component,4,0,0,0,743
technology,nattable,severity,30,0,0,0,743
technology,nattable,assignee,0,0,0,0,743
technology,nattable,product,0,0,0,0,743
technology,nattable,status,0,0,0,0,743
technology,subversive,os,11,0,0,0,2591
technology,subversive,priority,35,1,0,0,2591
technology,subversive,hardware,7,0,0,0,2591
technology,subversive,version,47,3,0,0,2591
technology,subversive,component,30,3,0,0,2591
technology,subversive,severity,71,6,1,1,2591
technology,subversive,assignee,0,0,0,0,2591
technology,subversive,product,12,2,0,0,2591
technology,subversive,status,0,0,0,0,2591
rt,gemini,os,1,0,0,0,5
rt,gemini,priority,0,0,0,0,5
rt,gemini,hardware,0,0,0,0,5
rt,gemini,version,0,0,0,0,5
rt,gemini,component,0,0,0,0,5
rt,gemini,severity,0,0,0,0,5
rt,gemini,assignee,0,0,0,0,5
rt,gemini,product,0,0,0,0,5
rt,gemini,status,0,0,0,0,5
technology,jgit,os,34,0,0,0,991
technology,jgit,priority,2,0,0,0,991
technology,jgit,hardware,30,0,0,0,991
technology,jgit,version,58,2,0,1,991
technology,jgit,component,6,0,0,0,991
technology,jgit,severity,103,5,0,1,991
technology,jgit,assignee,0,0,0,0,991
technology,jgit,product,4,0,0,0,991
technology,jgit,status,0,0,0,0,991
technology,rcptt,os,3,0,0,0,254
technology,rcptt,priority,2,0,0,0,254
technology,rcptt,hardware,0,0,0,0,254
technology,rcptt,version,5,1,0,0,254
technology,rcptt,component,3,0,0,0,254
technology,rcptt,severity,7,0,0,0,254
technology,rcptt,assignee,0,0,0,0,254
technology,rcptt,product,0,0,0,0,254
technology,rcptt,status,0,0,0,0,254
webtools,libra,os,0,0,0,0,152
webtools,libra,priority,0,0,0,0,152
webtools,libra,hardware,0,0,0,0,152
webtools,libra,version,6,0,0,0,152
webtools,libra,component,6,21,1,0,152
webtools,libra,severity,9,1,0,0,152
webtools,libra,assignee,0,0,0,0,152
webtools,libra,product,22,0,0,0,152
webtools,libra,status,0,0,0,0,152
modeling,gendoc,os,0,0,0,0,106
modeling,gendoc,priority,0,0,0,0,106
modeling,gendoc,hardware,0,0,0,0,106
modeling,gendoc,version,3,0,0,0,106
modeling,gendoc,component,2,0,0,0,106
modeling,gendoc,severity,4,0,0,0,106
modeling,gendoc,assignee,0,0,0,0,106
modeling,gendoc,product,0,0,0,0,106
modeling,gendoc,status,0,0,0,0,106
modeling,mdt,os,0,0,0,0,114
modeling,mdt,priority,27,1,0,0,114
modeling,mdt,hardware,0,0,0,0,114
modeling,mdt,version,4,1,0,0,114
modeling,mdt,component,3,1,0,0,114
modeling,mdt,severity,16,0,0,0,114
modeling,mdt,assignee,0,0,0,0,114
modeling,mdt,product,2,1,0,0,114
modeling,mdt,status,0,0,0,0,114
modeling,emf,os,49,0,0,0,8029
modeling,emf,priority,246,19,1,0,8029
modeling,emf,hardware,34,0,0,0,8029
modeling,emf,version,624,154,72,104,8029
modeling,emf,component,510,6,1,0,8029
modeling,emf,severity,496,21,4,0,8029
modeling,emf,assignee,0,0,0,0,8029
modeling,emf,product,154,4,0,0,8029
modeling,emf,status,0,0,0,0,8029
technology,vtp,os,5,0,0,0,259
technology,vtp,priority,30,0,0,0,259
technology,vtp,hardware,5,0,0,0,259
technology,vtp,version,2,0,0,0,259
technology,vtp,component,3,0,0,0,259
technology,vtp,severity,4,0,0,0,259
technology,vtp,assignee,0,0,0,0,259
technology,vtp,product,0,0,0,0,259
technology,vtp,status,0,0,0,0,259
rt,gyrex,os,6,0,0,0,157
rt,gyrex,priority,0,0,0,0,157
rt,gyrex,hardware,5,0,0,0,157
rt,gyrex,version,4,0,0,0,157
rt,gyrex,component,0,0,0,0,157
rt,gyrex,severity,9,0,0,0,157
rt,gyrex,assignee,0,0,0,0,157
rt,gyrex,product,0,0,0,0,157
rt,gyrex,status,0,0,0,0,157
tools,cdt,os,223,3,0,0,19331
tools,cdt,priority,230,23,1,0,19331
tools,cdt,hardware,102,1,0,0,19331
tools,cdt,version,1042,37,1,0,19331
tools,cdt,component,1976,51,1,0,19331
tools,cdt,severity,622,36,5,0,19331
tools,cdt,assignee,0,0,0,0,19331
tools,cdt,product,306,6,0,0,19331
tools,cdt,status,0,0,0,0,19331
modeling,amp,os,8,0,0,0,171
modeling,amp,priority,11,1,1,0,171
modeling,amp,hardware,8,0,0,0,171
modeling,amp,version,10,1,0,0,171
modeling,amp,component,2,0,0,0,171
modeling,amp,severity,10,1,0,0,171
modeling,amp,assignee,0,0,0,0,171
modeling,amp,product,0,0,0,0,171
modeling,amp,status,0,0,0,0,171
technology,rtp,os,0,0,0,0,77
technology,rtp,priority,1,0,0,0,77
technology,rtp,hardware,0,0,0,0,77
technology,rtp,version,0,0,0,0,77
technology,rtp,component,0,0,0,0,77
technology,rtp,severity,0,0,0,0,77
technology,rtp,assignee,0,0,0,0,77
technology,rtp,product,0,0,0,0,77
technology,rtp,status,0,0,0,0,77
modeling,eef,os,11,0,0,0,330
modeling,eef,priority,4,0,0,0,330
modeling,eef,hardware,12,0,0,0,330
modeling,eef,version,110,35,0,0,330
modeling,eef,component,223,11,0,0,330
modeling,eef,severity,18,4,0,0,330
modeling,eef,assignee,0,0,0,0,330
modeling,eef,product,223,11,0,0,330
modeling,eef,status,0,0,0,0,330
modeling,emft.b3,os,8,0,0,0,140
modeling,emft.b3,priority,9,0,0,0,140
modeling,emft.b3,hardware,6,0,0,0,140
modeling,emft.b3,version,0,0,0,0,140
modeling,emft.b3,component,2,0,0,0,140
modeling,emft.b3,severity,9,0,0,0,140
modeling,emft.b3,assignee,0,0,0,0,140
modeling,emft.b3,product,1,0,0,0,140
modeling,emft.b3,status,0,0,0,0,140
modeling,capra,os,5,0,0,0,46
modeling,capra,priority,0,0,0,0,46
modeling,capra,hardware,1,0,0,0,46
modeling,capra,version,0,0,0,0,46
modeling,capra,component,4,0,0,0,46
modeling,capra,severity,1,0,0,0,46
modeling,capra,assignee,0,0,0,0,46
modeling,capra,product,0,0,0,0,46
modeling,capra,status,0,0,0,0,46
rt,gemini.jpa,os,3,0,0,0,126
rt,gemini.jpa,priority,1,0,0,0,126
rt,gemini.jpa,hardware,3,0,0,0,126
rt,gemini.jpa,version,15,3,2,0,126
rt,gemini.jpa,component,7,1,0,0,126
rt,gemini.jpa,severity,4,0,0,0,126
rt,gemini.jpa,assignee,0,0,0,0,126
rt,gemini.jpa,product,6,1,0,0,126
rt,gemini.jpa,status,0,0,0,0,126
technology,sisu,os,0,0,0,0,130
technology,sisu,priority,3,0,0,0,130
technology,sisu,hardware,0,0,0,0,130
technology,sisu,version,4,10,0,0,130
technology,sisu,component,6,0,0,0,130
technology,sisu,severity,2,0,0,0,130
technology,sisu,assignee,0,0,0,0,130
technology,sisu,product,0,0,0,0,130
technology,sisu,status,0,0,0,0,130
tools,orbit,os,7,0,0,0,1033
